countrycode,country,year,pop,rgdpna,delta,xr,csh_c,csh_i,csh_g,csh_x,csh_m,csh_r,rgdpna_per_cap,emp_percent,co2_emission,employment_agro,employment_industry,employment_services,export,import,inflation,net_migration,population_15_64,population_above_65,population_under_14,unemployment,urban_population,hdi
HRV,Croatia,2007,4.362426,107907.7109375,0.0408034212887287,5.364535666666666,0.5755290985107422,0.3325558602809906,0.2230771780014038,0.2208772897720337,-0.4917577505111694,0.1397182643413543,24735.711491151946,42.81883130685437,5.31063749226547,12.3500003814697,30.6399993896484,57.0,37.8889744873771,46.3156648854936,4.19996509460844,-10499.0,67.1632481559573,17.4403646044655,15.3963872395772,9.91,54.651,0.808
HRV,Croatia,2008,4.352636,109806.3671875,0.0420522578060627,4.93503975,0.5933791995048523,0.3425070643424988,0.2193057388067245,0.221079334616661,-0.5102323293685913,0.133961021900177,25227.555712791054,43.752046522845575,5.04442879501033,12.8199996948242,30.8500003814697,56.3300018310547,36.4143830479168,46.6532813429366,5.5552571505001,-16097.8,67.1162945856258,17.407497433739,15.4762079806352,8.53,54.819,0.813
HRV,Croatia,2009,4.341264,101725.171875,0.0427142642438411,5.28394641666667,0.5717219710350037,0.2886470258235931,0.2338627129793167,0.1805417239665985,-0.3897676169872284,0.114994116127491,23432.1552144721,43.47011728852876,4.71989447133582,13.3199996948242,29.0100002288818,57.6699981689453,32.6635123212576,38.2776835711445,2.97297223032129,-21696.6,67.0546181941481,17.4266296636187,15.5187521422332,9.2,54.987,0.812
HRV,Croatia,2010,4.328164999999999,100203.1015625,0.0425836071372032,5.49801058333333,0.587186872959137,0.2335609793663025,0.2345400750637054,0.2031407356262207,-0.3796010315418243,0.1211724132299423,23151.405171129107,41.92907370384784,4.53039942245556,14.25,27.4500007629395,58.2900009155273,36.1083951941595,37.792802126037,0.922383017667272,-27295.4,66.9971454415439,17.5602362664085,15.4426182920476,11.62,55.155,0.815
HRV,Croatia,2011,4.313099,99892.640625,0.0424003228545188,5.34386975,0.5866210460662842,0.2247477769851684,0.2506404519081116,0.209683209657669,-0.4016385674476623,0.1299460679292678,23160.293938302828,40.44096831128903,4.44795172290382,14.5900001525879,27.9500007629395,57.4599990844727,38.7551172282805,40.4728637073876,1.64734250692004,-32894.2,66.7222106425102,17.8546562460078,15.423133111482,13.68,55.322,0.823
HRV,Croatia,2012,4.295878,97657.3125,0.0422996953129768,5.85029183333333,0.5889278650283813,0.2194860577583313,0.245336964726448,0.1994667053222656,-0.3860319256782532,0.1328143179416656,22732.79466968103,39.107493265563264,4.09133279500829,12.25,27.9099998474121,59.8400001525879,39.4756395564284,41.0956693254251,1.4755763174342,-38493.0,66.5665319173403,18.2012152114189,15.2322528712408,15.94,55.506,0.825
HRV,Croatia,2013,4.276598,97121.671875,0.0422602519392967,5.70488016666667,0.5986078977584839,0.2305882722139358,0.2562462985515594,0.2122950106859207,-0.4344967901706695,0.1367592960596084,22710.030700804706,38.20768507322564,4.00405198782148,10.789999961853,27.6299991607666,61.5900001525879,40.3318687933055,42.3568233969013,0.745240824022986,-38795.2,66.4945594605806,18.5614359825263,14.9440045568931,17.25,55.706,0.83
HRV,Croatia,2014,4.255512,97020.7734375,0.0423024892807006,5.74816541666667,0.5779075622558594,0.2201887965202331,0.2650825977325439,0.2266638725996017,-0.4432626664638519,0.1534198820590973,22798.848513997847,39.399140365273375,3.85523839364438,9.52000045776367,26.9799995422363,63.5,43.2929448634473,43.6771891464224,0.140631117435703,-39097.4,66.4022096518586,18.9064676588857,14.6913226892557,17.29,55.923,0.835
HRV,Croatia,2015,4.232874,99385.3046875,0.042457852512598,6.85830375,0.5457872748374939,0.2350398600101471,0.2596589624881744,0.2180189192295074,-0.416906863451004,0.1584018170833587,23479.391233355876,40.155533523662925,3.96802362924766,9.22999954223633,26.7099990844727,64.0599975585938,46.3784409244986,46.1647730474761,0.0834905482963535,-39399.6,66.2131450168373,19.2458835297247,14.540971453438,16.18,56.155,0.84
HRV,Croatia,2016,4.208602,102847.4296875,0.0428593456745147,6.80599016666667,0.5359102487564087,0.2333412319421768,0.2539984881877899,0.2242380380630493,-0.4172447323799133,0.1697566509246826,24437.43306862944,40.61501279247858,4.05811780471638,7.59999990463257,26.9699993133545,65.4199981689453,47.623822027718,46.4965537989067,-0.0988703290331188,-39701.8,65.9528270908012,19.6156823572293,14.4314905519695,13.1,56.403,0.841
HRV,Croatia,2017,4.182856999999999,106075.9921875,0.0434349589049816,6.623831,0.5112619996070862,0.2436917722225189,0.2444384396076202,0.2306721210479736,-0.3949807584285736,0.1649163961410522,25359.69845191935,41.93703598905032,4.23805761188363,6.98000001907349,26.4200000762939,66.6100006103516,49.8794212985282,49.2701719335761,1.16322395805075,-40004.0,65.5395821564065,20.0223913942074,14.4380264493861,11.21,56.667,0.845
HRV,Croatia,2018,4.156405,108934.546875,0.044078528881073,6.27902525,0.5353506207466125,0.2719292938709259,0.2532268166542053,0.2472627460956573,-0.4780806601047516,0.170311152935028,26208.83837715526,43.11273455358386,4.05592876243046,6.23999977111816,27.4200000762939,66.3399963378906,50.201149058227,51.0468672044407,2.00030741537265,-12007.2,65.0426269817306,20.445433012423,14.5119400058464,8.43,56.947,0.848
HRV,Croatia,2019,4.130304,112132.875,0.0447982288897037,6.62254516666667,0.5355117917060852,0.2649948894977569,0.2542960047721863,0.2427990138530731,-0.4731104373931885,0.1755087226629257,27148.81882786352,44.00703508798941,4.05592876243046,6.19000005722046,27.6700000762939,66.1399993896484,51.9610734555104,52.2099180926283,1.49915482224654,15989.599999999999,64.5776436794967,20.8601352345977,14.5622210859055,6.62,57.242,0.851
HUN,Hungary,1990,10.377137,175553.75,0.0395699478685855,63.205866666666665,0.5339946150779724,0.1782306730747223,0.2487131208181381,0.1459543853998184,-0.1194206401705741,0.0125277917832136,16917.3588052273,49.40072967377529,6.49894717441354,11.5799999237061,35.6399993896484,52.7799987792969,39.621836958901135,41.58592710914068,12.040031888934289,43986.399999999994,66.1286441530067,13.4572184987054,20.4141373482879,9.95,65.838,0.708
HUN,Hungary,1991,10.363049,154676.828125,0.0391349419951438,74.73538333333333,0.5624017715454102,0.1567876935005188,0.2822221219539642,0.1601431518793106,-0.1617790311574936,0.0002242631016997,14925.803026213616,46.744866868400685,6.22264638402067,11.5799999237061,35.6399993896484,52.7799987792969,28.7680105355975,29.5932733748206,20.582179949674728,71983.2,66.1237151344165,13.6936436371188,20.1826412284647,9.95,65.713,0.706
HUN,Hungary,1992,10.358619,149937.265625,0.0386441610753536,78.98839166666666,0.5815459489822388,0.1249887347221374,0.2960387766361236,0.1858428716659546,-0.1906974166631698,0.0022810650989413,14474.638523243302,42.843076745574486,5.5934123489622,11.2600002288818,35.0800018310547,53.6699981689453,27.6146794289817,27.8266757399627,21.5091796485988,99980.0,66.4345893984517,13.8833274976133,19.682083103935,9.94,65.587,0.711
HUN,Hungary,1993,10.359066,149073.453125,0.0381991416215896,91.93318333333332,0.5874215364456177,0.157533973455429,0.3229469656944275,0.1489191055297851,-0.2088065445423126,-0.0080149741843342,14390.626831125508,40.14738454260486,5.63648277681836,9.13000011444092,34.0699996948242,56.810001373291,23.1917550436683,30.3692583705373,21.2784550844546,95696.4,66.9197010618525,14.0344602496017,19.0458386885459,12.1,65.461,0.724
HUN,Hungary,1994,10.357591,153466.875,0.0378890447318553,105.16045833333332,0.5755379796028137,0.1746924817562103,0.3050321340560913,0.1619532853364944,-0.2100543081760406,-0.0071616172790527,14816.85026952696,38.84550913114951,5.58619519488599,8.75,33.3899993896484,57.8600006103516,25.4007226347503,31.0594574208372,19.491060542823,91412.8,67.3589544132415,14.1565350475801,18.4845105391785,10.85,65.335,0.737
HUN,Hungary,1995,10.349302,155752.796875,0.0376459509134292,125.68142500000002,0.5458015203475952,0.1705616861581802,0.3024410903453827,0.2430585473775863,-0.2618628144264221,1.566787282782821e-16,15049.594347039058,38.180905939735695,5.56009241971485,8.09000015258789,33.0800018310547,58.8300018310547,39.1884804598934,39.196224849794,26.7327889458626,87129.2,67.6528426748007,14.2604206544557,18.0867366707436,10.17,65.209,0.746
HUN,Hungary,1996,10.332453,155881.15625,0.037389725446701,152.64666666666668,0.5411252379417419,0.1730822920799255,0.3026125729084015,0.2564351260662079,-0.2732551991939544,1.5593978467603136e-16,15086.558462932278,38.172629911741474,5.66954229938248,8.22000026702881,33.2400016784668,58.5400009155273,41.8827893497962,41.4094173164446,21.9302825609051,82845.6,67.7880557501689,14.4757590477305,17.7361852021006,10.02,65.083,0.75
HUN,Hungary,1997,10.30848,160780.703125,0.0372509993612766,186.7891666666667,0.5426347851753235,0.1839485764503479,0.2965161502361297,0.3012718558311462,-0.3243712782859802,-1.5383563572104347e-16,15596.936029851153,38.637229833344165,5.53812521585472,7.80999994277954,33.2299995422363,58.9599990844727,47.9054191719791,46.9432999492901,20.2607905701193,78562.0,67.8564347023033,14.6770522909294,17.4665130067672,8.99,64.956,0.751
HUN,Hungary,1998,10.279602,167051.15625,0.0374306589365005,214.40166666666667,0.552250325679779,0.2075875699520111,0.27820885181427,0.3477653563022613,-0.3858121335506439,0.0,16250.741638635429,39.0775666040015,5.58609155735557,7.34000015258789,34.7799987792969,57.8800010681152,52.9301860857864,54.4997145406537,13.7672456124048,75167.4,67.8859551177176,14.8552249396426,17.2588199426398,8.93,64.829,0.758
HUN,Hungary,1999,10.249416,172181.34375,0.0379594638943672,237.14583333333331,0.5764786601066589,0.1998347789049148,0.2724243998527527,0.3568212985992431,-0.405559092760086,0.0,16799.13701912382,39.96395694116083,5.65663788042623,6.94999980926514,34.3499984741211,58.689998626709,55.6436554579462,58.3821193918374,8.12026114974944,71772.8,67.9479006413634,14.9976642571635,17.0544351014731,6.93,64.702,0.765
HUN,Hungary,2000,10.220507,179893.671875,0.038578100502491,282.1791666666666,0.5696884989738464,0.2067659050226211,0.2702440023422241,0.4089319705963135,-0.455630362033844,-1.5409154555023267e-16,17601.247362288388,40.316018747891,5.35012781840238,6.46000003814697,33.7700004577637,59.7599983215332,66.8578897770738,70.5487114580459,9.58348462845562,68378.2,68.0741082609698,15.0971962545498,16.8286954844804,6.56,64.575,0.772
HUN,Hungary,2001,10.193449,187222.703125,0.0390884988009929,286.49,0.5665752291679382,0.2122645825147628,0.2705339789390564,0.4319140613079071,-0.4812878370285034,0.0,18366.96324521759,40.4876417809267,5.52633914093009,6.19000005722046,34.4199981689453,59.3899993896484,64.8773208127959,66.167747926773,11.046559090775,64983.6,68.2483916876417,15.2625965951269,16.4890117172313,5.67,64.67,0.781
HUN,Hungary,2002,10.167283,196099.46875,0.039508368819952,257.88666666666666,0.5787075161933899,0.2073765248060226,0.2746856808662414,0.4546271562576294,-0.5153968930244446,0.0,19287.30308283934,40.540967174676126,5.47614397563131,6.11999988555908,34.1399993896484,59.7400016784668,58.1369735753857,60.1831355869059,8.09150900945113,61589.0,68.4054924014606,15.3663372997486,16.2281702987907,5.61,65.081,0.788
HUN,Hungary,2003,10.141342,204109.203125,0.0399408563971519,224.30666666666664,0.6017897725105286,0.2107306867837906,0.2670156359672546,0.4927723407745361,-0.5723084807395935,-1.7059284585859991e-16,20126.449056249163,41.44106481106146,5.74852668706375,5.38000011444092,33.4000015258789,61.2200012207031,56.3331580938058,60.2730161806239,5.44398002711124,54301.2,68.5581553210611,15.4372271440999,16.0046175348391,5.79,65.489,0.797
