country,countrycode,year,pop,rgdpna,delta,xr,csh_c,csh_i,csh_g,csh_x,csh_m,csh_r,rgdpna_per_cap,emp_percent,co2_emission,employment_agro,employment_industry,employment_services,export,import,inflation,net_migration,population_15_64,population_above_65,population_under_14,unemployment,urban_population,hdi
Albania,ALB,2000,0.01921885745038701,0.003018922404855933,0.11366078665623316,0.40174116332139154,0.2655699242146596,0.2267177984415456,0.4624039587688452,0.014591035889305584,0.6555982741788695,0.27035899186931306,0.03934977039527911,0.31861037940413955,0.03315761264763043,0.6459967916925484,0.05685713214026428,0.09861594038688162,0.06920704705132835,0.2017369059975293,0.0067496957154431275,0.15017090443134656,0.12509561314318426,0.08547764526599953,0.6249704359322246,0.36187287103302707,0.08271464415922512,0.15164126822183274
Albania,ALB,2001,0.01922191057271206,0.0033516950102367247,0.11749975646723487,0.4012239965890346,0.2623708829646157,0.2827664474637399,0.4466102430948178,0.018617112263859727,0.6459460413699929,0.2823073938752159,0.043978935174268416,0.32455080146038173,0.033984049369404544,0.6321198212609914,0.07977923592314043,0.10831970422143801,0.07444084326122906,0.20972984886764212,0.006207300171450067,0.15030324436179116,0.15172805533783304,0.09882756100799739,0.6067865637471844,0.3611125592685923,0.09303091004481594,0.1690763300439341
Albania,ALB,2002,0.01919861786147091,0.0035487713371248546,0.11916283633355039,0.3935234406767025,0.27484467628007025,0.31346493918044754,0.42084241195771327,0.01916854666119259,0.6410982500419631,0.27147699263820596,0.04678680618126109,0.3275069663018041,0.03958486893935004,0.6214205377939604,0.10038238969060716,0.11365384935393882,0.0727775803142999,0.22027524148621197,0.0061569589502588765,0.15043556678069597,0.18068029361722573,0.11308475239255901,0.5863145460970698,0.36244272573550285,0.10867250665588585,0.1837824774336294
Albania,ALB,2003,0.019144546479457923,0.0037997842901556717,0.11972045715975478,0.3501383686246994,0.28964110224150585,0.3411086154217021,0.37589977590622703,0.02487327328433012,0.6373938248546005,0.2571898802686915,0.05044011409854417,0.3326402341845138,0.043462708307143424,0.6130609401199804,0.1093764215486908,0.1216020380407759,0.07235595033103298,0.21416545587533234,0.0066173209916323555,0.14853764477260645,0.21127206629068707,0.12800734528351196,0.5637542953104316,0.36244272573550285,0.12415922223004511,0.20067069546215088
Albania,ALB,2004,0.019057571786783307,0.004063943535566191,0.12044976873017157,0.3027745093943151,0.28873170757080807,0.39075356756432084,0.3587409103196068,0.033340110989989534,0.6295683808412876,0.24955253685732914,0.05439435773777459,0.33698585734605374,0.045509243276490745,0.6042503076218406,0.12006352417843513,0.12905116523576798,0.07822260247862649,0.20829302222101176,0.006012486695482298,0.1466361138059608,0.2418379553391103,0.1431624283891508,0.5399615400868952,0.36073218649869615,0.13949445881162867,0.21256144198367288
Albania,ALB,2005,0.01893779119273251,0.004343185221326221,0.11958553514791016,0.2953512433440854,0.29051705969590497,0.424015341761627,0.3137454379499678,0.03499555411425491,0.6257900925025359,0.25971973317365965,0.05869557646786627,0.3396001238881612,0.043442178128212355,0.5950733091439725,0.13338869191346994,0.1351442954620499,0.08161287962920089,0.2214865687800083,0.006055944844624975,0.14473096012950956,0.2714875934618708,0.15836034001790325,0.5154272007276822,0.35844690650964567,0.15462588402912453,0.2359269909398847
Albania,ALB,2006,0.018780183860522985,0.004657819933690137,0.1146667796115992,0.2908166742275512,0.2810212440662756,0.45997865867034327,0.2835794359725381,0.03852015157503424,0.623828755045616,0.2685801229166975,0.06366924582553961,0.342722527360946,0.043501011033679926,0.584647480337524,0.15121092941247133,0.14048152764143546,0.09091588012639369,0.22665665061666965,0.005811913840706332,0.14282216991325816,0.30090517617029305,0.177894404476502,0.4869707818029552,0.3540521349383224,0.16958655391346708,0.2519639898497015
Albania,ALB,2007,0.0185878664873761,0.004995468783182974,0.11091088838468433,0.2708758417932555,0.30026273932977965,0.4539880410544515,0.2776293349622555,0.04636858824184324,0.6104316480935036,0.2829936089474768,0.06916324473650444,0.34571591709663285,0.045622052968653126,0.5773428459467633,0.16267589785333816,0.14450161594371191,0.10364247259713208,0.2517181738863192,0.006378057343069059,0.14090972924786507,0.32488936172505406,0.1975823301877148,0.4600447017428592,0.350214831687845,0.18436719107947527,0.27221215067964916
Albania,ALB,2008,0.01838028682256621,0.005443865709294698,0.11185578864874923,0.2535833984725434,0.3047309929888162,0.45914434831380185,0.26401413456837164,0.04677206320689162,0.6079814462766485,0.2868062103123271,0.0763604864056005,0.33311022046986916,0.045433092615854626,0.5686048846174229,0.18260691981424795,0.14550411791180196,0.09130702723627059,0.2398753981945863,0.006297209327869399,0.14471216466769207,0.34481408648271744,0.21747950333823804,0.43412288642400865,0.2926492517184927,0.19895914384583982,0.2854866818883453
Albania,ALB,2009,0.01818386830380365,0.005659371661280274,0.11435657109592968,0.28274521710753775,0.2792537604501881,0.451325200011946,0.27361830084849,0.03415429513189145,0.6222870835486071,0.2991925839686404,0.08031402473663599,0.3136298515599719,0.047340121599706506,0.5625715286021739,0.23268692213857234,0.12292062520266245,0.09104705427227988,0.23007930966792653,0.005794704248025769,0.14850019632448683,0.3612660279487573,0.23756500889374066,0.4090743467327972,0.3049938383098499,0.21328878014287472,0.2964157524205356
Albania,ALB,2010,0.018017946466677485,0.005905464701012148,0.11630138765911427,0.3057093810520944,0.2640535426347969,0.3846581687520329,0.2806661055622483,0.04757664431843896,0.6284707582175849,0.33732307353657515,0.08461411420104116,0.3128616962841844,0.05036230575294909,0.542834401567027,0.2472791584204415,0.14191911374506871,0.10252463013975645,0.22453030878529778,0.006408652096101919,0.15227393293052446,0.37432680951054925,0.25775507144948867,0.38508871455457117,0.31340566439748685,0.22744183295342138,0.32216824852295034
Albania,ALB,2011,0.017889095220647213,0.006080677882647994,0.11761504174452292,0.2979716760519905,0.2778767229492423,0.3790345755001309,0.26890035732100553,0.060071907832657805,0.6202016597976094,0.3376865017761279,0.08776495638668905,0.31930645337032193,0.05542801047489719,0.5757775957000342,0.20819217092609973,0.11910665077971791,0.10776966576351762,0.23914352475486583,0.005762710380327297,0.15603348197194844,0.40541164921151285,0.27392794947680327,0.35065132969949153,0.3011651182674859,0.24135912011077804,0.3616333907319154
Albania,ALB,2012,0.017792958233643488,0.006180701695032466,0.11986786811997027,0.3164177799641423,0.27631939476447626,0.3536132919664476,0.24925406890663174,0.06085135716552958,0.6274362961513008,0.3419668192482252,0.08969765374479784,0.3300267872766009,0.050575988949984885,0.5817320337978732,0.17064791561795958,0.13340719409852533,0.10650870923776576,0.2202458188960765,0.005385221701647807,0.15977894972714018,0.4299345014317768,0.28996920113230196,0.3191496826059711,0.2991440989862075,0.25507279587295506,0.38378938262912404
Albania,ALB,2013,0.017724603564785727,0.006252414649427822,0.12310046312102878,0.3100896510245651,0.2940683320768239,0.3519118865035501,0.2625898052433346,0.07490367009205243,0.6260568116871147,0.2852947812965672,0.09108985336320649,0.31468401231153553,0.0529291246749445,0.5640585328414078,0.16097662315601163,0.1646441149336435,0.1064209971410798,0.21757727799624602,0.00516155197525509,0.1628565149937523,0.44733853866595846,0.30620924867038574,0.29141058025301164,0.34829064406317406,0.2682783073812537,0.39763727948791766
Albania,ALB,2014,0.01767495628317463,0.006380676081222924,0.12615412059806458,0.3096115515618231,0.2880377586246159,0.34814005921349994,0.26517819920835917,0.06794059894913945,0.6260061513227496,0.30978472439622184,0.09319956980576906,0.31662156236378697,0.05766225693807768,0.5446540188225794,0.18165542315656705,0.17969668947318768,0.10349724874870271,0.21860790624379525,0.005535792073173516,0.165924637904431,0.45808367432338853,0.32329043905329463,0.26708444593576486,0.38960558332198336,0.2810544091452938,0.40741252839256004
Albania,ALB,2015,0.017636536815240134,0.0065438709069574,0.1270310327243758,0.36002232945259377,0.2815885004615771,0.32909462307526055,0.2566504600883086,0.05654081723930008,0.6376908309190337,0.311014505399315,0.09575419991941232,0.3316903706588223,0.05620981682427582,0.5347067225221286,0.20354638402232597,0.1803880984296016,0.09955317389741661,0.20699486971582107,0.005243231829066319,0.16898337622265855,0.46306821319765296,0.34154440379857526,0.24549734763146083,0.3733965651942504,0.2933667910535704,0.4093561636011311
Albania,ALB,2016,0.017609505659270736,0.006793055684428739,0.12766706395268174,0.3556443780866206,0.2780980961023304,0.3291601840564148,0.26598439673685137,0.057499098180413134,0.6328713337888017,0.3309237446708722,0.09947889242431995,0.3539171768540128,0.05478451788064526,0.5219768733986324,0.21994206617768733,0.1876879391700584,0.1066762743389857,0.21267731289608724,0.004888098474598308,0.17203278718348225,0.4609664895514661,0.3548302174272699,0.23415626672037343,0.3395856853320027,0.3052424006152929,0.4093561636011311
Albania,ALB,2017,0.017594454129589095,0.0070882571758466,0.1289819090889383,0.34341660976853905,0.27929500084134173,0.33022693238695233,0.2661216521793364,0.06167736644600326,0.6270684733030646,0.3451790584307184,0.10378616929761475,0.37004176789406656,0.062058805406797084,0.5015190151104597,0.21994206617768733,0.21422976835812785,0.11737445865831597,0.21613010962826215,0.005506489185910976,0.17507292749994044,0.4601422369414895,0.3696472916394391,0.21983335477866384,0.3039877007865986,0.3166830572314379,0.4132321374458242
Albania,ALB,2018,0.017584974667389498,0.007416268819414318,0.13015549750173555,0.31592754935989575,0.2863435449397703,0.32773528919375466,0.26676129939596305,0.0738908458135632,0.6218006795388391,0.3366789668773447,0.1085147180502077,0.3823589841490279,0.06177654893080315,0.49315341436619126,0.22838095428052488,0.21995968334629792,0.11746376267529998,0.21019682288265015,0.0054792765375690205,0.18855825666538523,0.45729694126482906,0.385910463170882,0.20530005508670346,0.2770527935666428,0.3276902712392019,0.4170931461032835
Albania,ALB,2019,0.017572881423169453,0.007601862382597786,0.13015190043766034,0.32058661646598247,0.28913049902942417,0.3046265118598014,0.27065711225448363,0.0755341524296481,0.6232844843750303,0.33824227040443944,0.11122584489609799,0.38420883852497695,0.06177654893080315,0.48385894282749586,0.23742464312442088,0.2260532122587345,0.1172529118597225,0.21041379273824934,0.0052175058812727595,0.20186414881231599,0.4485253819735658,0.4035250561315986,0.19397944119123944,0.259737246721729,0.33827681248554026,0.42285685082003377
Austria,AUT,1990,0.04919502910371198,0.06122060137335434,0.27301767327592386,0.002838731770440651,0.2225215502416476,0.44986042637446355,0.14210531527147918,0.23020662346097187,0.5857258258967796,0.32057994848897065,0.3061498975541416,0.4653470539041478,0.22260581418108372,0.11656341905640356,0.5060195825615377,0.40623743333190543,0.13417813599991757,0.16786526764267076,0.0059658485998864835,0.21499531651405082,0.43654082013348416,0.43056689969732564,0.1742389777331868,0.07412746134209526,0.35811029850278275,0.4380662694835624
Austria,AUT,1991,0.04950832150471372,0.06329466914923396,0.2781613529666472,0.0029150410045432323,0.21826526996249426,0.4600730619144443,0.13646629109268205,0.2005593248536395,0.5969843662271278,0.3281023878141915,0.31385908711457416,0.4662876664446004,0.23462288006899204,0.11656341905640356,0.5060195825615377,0.40623743333190543,0.12969941013939137,0.1663439899477855,0.0061562833841549945,0.22795628909740595,0.4277591714981254,0.4364459601417683,0.1751787758049382,0.07412746134209526,0.35503108303030106,0.44745600983340145
Austria,AUT,1992,0.04988240613734635,0.06459753467149781,0.28178758177728785,0.0027438616953054714,0.2242035997451445,0.4595849772830627,0.13959163594197177,0.2274994109427001,0.584650395902637,0.3190047338871618,0.31762357218959847,0.4636135140717619,0.21642926097602647,0.11408086816694735,0.4989402150958123,0.41250428560869534,0.1238623494429521,0.16184013476970555,0.006108016686625889,0.24075142202187788,0.41473318408916265,0.4398685178665125,0.18248049910864692,0.07842528112912676,0.3519309414970257,0.4567584024957149
Austria,AUT,1993,0.05027510480108971,0.06493197940433805,0.28185819814122204,0.0029041380534161336,0.22503569065985468,0.45871901867348824,0.14444302871573642,0.2025420678065374,0.5953911883465948,0.3157030982963639,0.3169038650664182,0.45803732038672756,0.2152654594629897,0.11081314509061047,0.4884890056012819,0.42134276918710617,0.116939503740974,0.14948630171108282,0.005893899945691958,0.23377960765125974,0.3999763133357344,0.44125511237307313,0.19333394317395364,0.09493804061997681,0.3488097083064229,0.46413850979333743
Austria,AUT,1994,0.050628949254631836,0.06646353800969255,0.2806077516291222,0.0028516941344022924,0.22155434484415706,0.4642925939692394,0.1417342085908994,0.21047359520973735,0.5928543355157565,0.3152761469483116,0.32171123178976907,0.4563927764850331,0.2161566623371764,0.10753470898338763,0.48216541859872414,0.42751600050324884,0.11978847894194392,0.158867728379123,0.005825046856881214,0.22675884563144444,0.3885991367428591,0.44133284516673393,0.2026138470043731,0.07716313278537877,0.3456672155836377,0.47146454988541026
Austria,AUT,1995,0.05090432245453192,0.06820262967309151,0.27968942787182843,0.002517474186215648,0.22193476412687477,0.47769757910795974,0.13808424831931257,0.23231842041946735,0.5842151884670784,0.3009007243103006,0.3277940864048149,0.45435283913701746,0.2254391456402352,0.1097215318177114,0.47562419920764,0.4299961822457586,0.12540246982190784,0.16298087428318464,0.005614128228359838,0.2196884437976282,0.3842120070854616,0.4404785565989783,0.20713140120667306,0.0974163566344439,0.34251481646137355,0.47873730921449
Austria,AUT,1996,0.05108230697705919,0.06977240329066858,0.27961597910855984,0.002643427778962966,0.23140406919247863,0.4624172384206609,0.1334855403897549,0.23178357019388582,0.5835470724803449,0.302972228733094,0.33361527340820873,0.4553752989384855,0.2373513949310754,0.1111248169147209,0.4431772411736406,0.4482454379770824,0.12831478019219378,0.16806352574453806,0.005368539086709494,0.2125676951986278,0.38255952482123334,0.4425128692732125,0.20618639086240864,0.1201752001909805,0.33932932850056163,0.48595755718797723
Austria,AUT,1997,0.051178612766161334,0.07120190412898113,0.28056994641263433,0.0030467439414621268,0.22430471602678057,0.4384103885449626,0.14812423756543544,0.22718001747985567,0.592141176220658,0.30399755927371347,0.339244745564763,0.4578694409813441,0.23489782662709308,0.10267538535812239,0.43101119488253353,0.4608559533542233,0.13953572687570576,0.17717271265660706,0.005451858552095794,0.20539587767269252,0.3890492521042967,0.44370886421879246,0.19956670367506119,0.11702482802282024,0.33614525772930914,0.4913387360924939
Austria,AUT,1998,0.05123104365802121,0.0736935839116041,0.2826769392295428,0.0030903199420302496,0.22564722163964734,0.4175310159162829,0.156513220509246,0.24504260627859908,0.5865631491941783,0.3062514644008478,0.3496409714943555,0.46152558842155217,0.23613280453065616,0.09637019276775408,0.4295264149815462,0.4658559589031869,0.14483389214553133,0.18049781809352416,0.005207007854087918,0.21038210681109984,0.40062470148942286,0.4446414520861035,0.18893416368353536,0.12596532493188559,0.332927747998765,0.5002435144354537
Austria,AUT,1999,0.05129558748075448,0.0762499618091548,0.28562426180231343,0.003224093366514305,0.22205501317616147,0.41267887836241784,0.16206051744508107,0.23343576547288328,0.5921459704641603,0.31239301335120007,0.36013603634023594,0.46690041423145673,0.23044943508692767,0.09225040006037855,0.43323425697574414,0.46647922029052696,0.1488441285572601,0.18197044371083834,0.005151934833514146,0.2153435967726887,0.41163324764398573,0.4458666138147646,0.17821898152776253,0.10604241135421122,0.3296998524739719,0.5090696970637256
Austria,AUT,2000,0.051412073950483805,0.07875645458995917,0.2901197152092591,0.003727307776964262,0.21910119005782702,0.39552770818232497,0.15785257468897812,0.25288745740756796,0.5894828592081532,0.31106462363716353,0.3699908349160399,0.4697981406399053,0.23151769356020355,0.08938826062310855,0.4382181244504621,0.46564811875422685,0.16458977129215185,0.19587486454286504,0.005480653433389204,0.2202805918328463,0.41873926350385543,0.44780313826659296,0.16984609527688646,0.10579698246599926,0.3264497940816192,0.5178186592569611
Austria,AUT,2001,0.05159464879311393,0.07972741571401651,0.29584637067207714,0.0038373605824426962,0.22261966668932998,0.37758342277912205,0.16912916568741868,0.2737033051988011,0.5796331685315317,0.3151190377506542,0.37291862803073494,0.4711815292216787,0.2448332910283559,0.08555927947059384,0.4259912242035803,0.4749582253878157,0.16955591107520812,0.19988301873671113,0.0056536403302794745,0.22519333266675295,0.4233477800595412,0.4525397933903444,0.1602375276741797,0.0889649019050117,0.3231773901690998,0.535090245765622
Austria,AUT,2002,0.05182970521254492,0.08100748873782843,0.3004907099918445,0.0036489858517224543,0.2164145868341142,0.3563621077836668,0.17140114243286278,0.28736577886511827,0.5802036375880545,0.3156391330230576,0.3767752582471653,0.468752341230867,0.24840703781294637,0.08475973176105289,0.416251486904216,0.48070770272302393,0.17228701618832964,0.19416268692533173,0.005415836144480651,0.23008205641978421,0.42450098528610786,0.45725892635594934,0.1535864856997544,0.10971663471609557,0.31989424246155773,0.5178186592569611
Austria,AUT,2003,0.052095314526676595,0.08174849689747196,0.30405639688116853,0.003043715793720726,0.22032819875463452,0.37245523342079767,0.16591004765715994,0.31438486277518335,0.5638794486708413,0.3115418908356192,0.3781772404120066,0.4694257821057768,0.2632877725984835,0.08059171954045118,0.41756813707335944,0.48265096529763735,0.1693721996857159,0.19499900115850236,0.005463892561624968,0.22903077259260216,0.4231815985052922,0.4624497121770055,0.14849691374485383,0.1080036769988239,0.3165884543270582,0.5247631316097724
Austria,AUT,2004,0.05235773312730658,0.08391836203321204,0.3066044175936952,0.002766983066721616,0.2146128934655583,0.37617289811449456,0.1618838174042704,0.3496374449830452,0.5493896861183991,0.30916487741975995,0.38542793469751624,0.4694389635829649,0.2659924215099657,0.07090641544609218,0.3755314212673849,0.5107594075255274,0.17828400425877267,0.204320362362219,0.005592115135778288,0.22797838240453344,0.4216974503732705,0.4688509269318101,0.1420093147292286,0.13339495766967563,0.31325983641947136,0.5368011101692512
Austria,AUT,2005,0.052593769654813084,0.0857436999781419,0.3082999141167687,0.0027627115380649313,0.2121575144396095,0.375973744946363,0.15754639228992326,0.3482513294617387,0.5507052139114631,0.31384903070783826,0.39134890603969136,0.471571951879342,0.26575319024823735,0.0768900975959082,0.3920575173381466,0.4985653415503416,0.18503099367572945,0.2108517541119764,0.00582885873430967,0.2269248835244778,0.4210956442724017,0.4768323078194614,0.13266087719676856,0.12860796911245098,0.30992010180112894,0.54531179983716
Austria,AUT,2006,0.0527967568646739,0.08860955700361274,0.31003455583561995,0.002738766051303913,0.20876983808970445,0.37379117515308286,0.16416785882110396,0.3668424340624595,0.5415719288934924,0.3164965821214107,0.40157669068501883,0.4767332871521622,0.25805352057304426,0.076406262257384,0.4031793949448581,0.4929178357287932,0.19352009243512705,0.21883256358628525,0.0056373404113330295,0.22587027361395967,0.4170329686530547,0.48714961545643964,0.12331606599126224,0.11920691156533839,0.3065691759693455,0.5571063763299968
Austria,AUT,2007,0.052978579664544875,0.0917993790985423,0.3128215779365779,0.002510564671478449,0.20399794758654735,0.3871720284705975,0.15498613302753614,0.37828008544743835,0.5348887781482845,0.3213025884826943,0.41307674106042197,0.48296259360196925,0.24852196163818238,0.0810735345256112,0.3870314051534322,0.4985653415503416,0.20003940592286734,0.22284002775181683,0.00573494278421347,0.22481455032709713,0.41370459517199576,0.49875912258038485,0.11137652016561003,0.10996110360864672,0.3031830129142779,0.5900582868427828
Austria,AUT,2008,0.05315653471449094,0.09309286003389289,0.31626466000796244,0.0023459515015656646,0.20654139640955635,0.39498970743646683,0.1808560100075153,0.3779093179694827,0.5264615933898454,0.32858523096763975,0.41700186409754064,0.4896132784103503,0.2462612734676109,0.07656756927933477,0.3658790310262143,0.5121492557089782,0.20263644961206972,0.2256547604991118,0.005656374608570076,0.2297212635181354,0.4108425199091423,0.5108402879717339,0.09804244792970793,0.09195593105412786,0.29978534478990343,0.5949087409765321
Austria,AUT,2009,0.05335581062174558,0.08970639311606261,0.3180580626169868,0.002473520447139238,0.21410412449482422,0.3848777337454241,0.1981844422672069,0.320630544533859,0.5543250973698873,0.32041205935492095,0.4023447474062238,0.4862557585739665,0.226065106635072,0.07769596741457212,0.3404190911274189,0.5239836830806066,0.17185179710978887,0.19516711076271615,0.0056364810051478115,0.23460401838363323,0.4077324672195639,0.5221381422047736,0.08562900243649425,0.12065899313703983,0.29637609314871843,0.5981293556765744
Austria,AUT,2010,0.05359443369237718,0.09129818693089302,0.3184867319393255,0.0025943231273034407,0.21678147398617184,0.3858812708818394,0.1939252617426612,0.34005381658053435,0.5420062369545617,0.3265718188010366,0.40709161560639473,0.48842276178730354,0.2427970819149866,0.07592220040478836,0.33920008512636707,0.5256489444780202,0.1951185524579901,0.2210465992539102,0.005334961707096241,0.23946304775292843,0.40397770610203365,0.5320173392303157,0.07546799471551348,0.10898286924352545,0.29294306992836494,0.6124951254786081
Austria,AUT,2011,0.053873085851799965,0.09387186677514069,0.32104905931061645,0.002471845291508499,0.2215239883940374,0.4128406461642355,0.19032624032956658,0.3596219935362663,0.5227304404346195,0.33089802556821213,0.41534784946353265,0.4935555426037897,0.23686418601809783,0.07155502843164867,0.3617136161251024,0.5173934053267737,0.20527120676092925,0.23563961702636912,0.005619910953118459,0.2442985810777768,0.40097487738407084,0.5405226996656542,0.06629833507423763,0.10260091336554591,0.28949822044810014,0.6156596850815711
Austria,AUT,2012,0.054184750027023616,0.09448757254541526,0.3246350556265571,0.0026740984254703813,0.2204094259444331,0.4249611842550502,0.18888046025172503,0.34396150417169147,0.5288700663545272,0.3311189554770863,0.41571182624794467,0.49602300351122114,0.22612983687462287,0.06733149670486036,0.3627069456588507,0.5194636883320038,0.20536522253593598,0.23574361466036467,0.005685421102270595,0.2491108444973678,0.39766823561778397,0.5478570753738885,0.05891424916666857,0.11020551275076523,0.28988696626183,0.6188142618300865
Austria,AUT,2013,0.054529791706368506,0.09451079457445119,0.32837718858855064,0.0025878520261137716,0.2200878483001763,0.4240232412782918,0.2091432039332241,0.3547526569140169,0.5234757219278124,0.3205815438701064,0.41357802747582423,0.49498453948693555,0.22691786180307638,0.0657023027331693,0.359325538542209,0.522119176935415,0.20336164311251584,0.23338073032214507,0.005557750066607978,0.25155567905247816,0.3933359311113529,0.554387074290251,0.05354044511292543,0.12162587742798056,0.29217991916905905,0.6140786570842524
Austria,AUT,2014,0.0549070707362254,0.09511299357175125,0.3321206225719973,0.00258981334560681,0.20594990884915096,0.41030744583193074,0.20578835495236145,0.33980843991275506,0.5434442199771425,0.3145498203418088,0.41347848529716613,0.4956906658112725,0.2137316234495701,0.06993270647467076,0.35613256333790316,0.5210382178620258,0.20315550284936265,0.23120598501658873,0.0057214550639356765,0.2539945509662955,0.38794537636594906,0.5604886948190678,0.04969570647909563,0.12836801710170162,0.29447971683226715,0.6266574392911123
Austria,AUT,2015,0.05531244947337072,0.0960422574072175,0.33534086400270463,0.0030973072491670642,0.1969402472458542,0.4155953994239837,0.21072215842229214,0.3083592908384196,0.5596337091714702,0.32176668716246376,0.41444596111476034,0.4934634367712083,0.2151463218959735,0.06488671320329867,0.3563324280153528,0.5239836830806066,0.20203383405576184,0.2278642445197402,0.0057586148815621414,0.25642748925232484,0.38149940064012616,0.5663660872113594,0.04708630055277054,0.13076495017642348,0.29676217490632534,0.6297775666273561
