,countrycode,country,currency_unit,year,rgdpe,rgdpo,pop,emp,avh,hc,ccon,cda,cgdpe,cgdpo,cn,ck,ctfp,cwtfp,rgdpna,rconna,rdana,rnna,rkna,rtfpna,rwtfpna,labsh,irr,delta,xr,pl_con,pl_da,pl_gdpo,i_cig,i_xm,i_xr,i_outlier,i_irr,cor_exp,statcap,csh_c,csh_i,csh_g,csh_x,csh_m,csh_r,pl_c,pl_i,pl_g,pl_x,pl_m,pl_n,pl_k
876,BEL,Belgium,Euro,1986,223275.234375,214298.953125,9.928542,3.674398183822632,1677.896141861615,2.681828737258911,168876.453125,222017.609375,227282.203125,212103.828125,962984.6875,0.028622591868042946,0.9417160749435425,0.9531384706497192,278208.375,230370.625,301747.75,1984628.25,0.5057621598243713,0.8710348010063171,0.8661368489265442,0.6367520689964294,0.06481046229600906,0.037740595638751984,1.107387888087642,0.562290370464325,0.5280664563179016,0.5658554434776306,Interpolated,Benchmark,Market-based,Regular,Regular,,,0.5869660377502441,0.25054314732551575,0.20923107862472534,0.7444661855697632,-0.7919788360595703,0.0007724309107288718,0.5440101623535156,0.4193066358566284,0.6135728359222412,0.4353981912136078,0.3932798206806183,0.4174785315990448,0.8478915691375732
877,BEL,Belgium,Euro,1987,231404.734375,226405.9375,9.942288999999999,3.703564167022705,1662.9191405953497,2.7006869316101074,172872.703125,231287.375,235329.921875,221270.875,982614.3125,0.027336301282048225,0.9737374782562256,0.987608790397644,284625.65625,235053.109375,312003.28125,2008635.0,0.5134358406066895,0.8828930258750916,0.8872997760772705,0.6311901807785034,0.06604442000389099,0.037503305822610855,0.925487751167785,0.6796706318855286,0.6348379850387573,0.6751742362976074,Interpolated,Benchmark,Market-based,Regular,Regular,,,0.5747535824775696,0.2639962434768677,0.2065182626247406,0.7895687818527222,-0.8338508605957031,-0.0009860448772087693,0.6593212485313416,0.5021599531173706,0.7363044023513794,0.47773507237434387,0.4376569986343384,0.5177422761917114,1.081015944480896
878,BEL,Belgium,Euro,1988,248818.640625,244142.4375,9.959019999999999,3.7761893272399902,1650.9291395816272,2.7196781635284424,177763.96875,247489.59375,252946.234375,238527.234375,1024912.875,0.027309346944093704,0.9999595284461975,1.0155128240585327,298069.125,240176.390625,329166.84375,2048397.5,0.5265427231788635,0.9049680829048157,0.9162406325340271,0.6161745190620422,0.07310386002063751,0.037488941103219986,0.911463175003739,0.6937443614006042,0.6416606903076172,0.6804491877555847,Interpolated,Benchmark,Market-based,Regular,Regular,,,0.5551710724830627,0.292317271232605,0.19008544087409973,0.7972546219825745,-0.8324685096740723,-0.0023598666302859783,0.6721329092979431,0.5088745951652527,0.7568636536598206,0.5070422887802124,0.4660322368144989,0.5263020992279053,1.148414969444275
879,BEL,Belgium,Euro,1989,261833.265625,249963.359375,9.980176,3.822038412094116,1641.9371388213774,2.738802671432495,184430.03125,260724.671875,265466.96875,245840.59375,1081578.5,0.028065256774425507,0.9943559169769287,1.0395033359527588,308409.65625,246680.96875,344111.5,2099508.25,0.54476398229599,0.9164559841156006,0.9374756217002869,0.611995279788971,0.07342958450317383,0.03773348405957222,0.9767996450164727,0.6650382876396179,0.6186122298240662,0.6679984331130981,Interpolated,Benchmark,Market-based,Regular,Regular,,,0.5624184608459473,0.3103419244289398,0.18778324127197266,0.8102890849113464,-0.8667310476303101,-0.0041016084142029285,0.6441256999969482,0.5063846707344055,0.7276721596717834,0.5240411758422852,0.4729861915111542,0.5073695778846741,1.0368270874023438
880,BEL,Belgium,Euro,1990,272013.5625,261314.03125,10.006544,3.861156940460205,1655.9281400042794,2.758061647415161,190634.53125,271131.09375,274466.8125,252589.46875,1150535.5,0.029016323387622833,0.9805405139923096,1.0395737886428833,318085.71875,252105.9375,356164.34375,2157779.0,0.5653100609779358,0.9172385334968567,0.9415984153747559,0.6189203858375549,0.07014643400907516,0.03820684924721718,0.8284085153078382,0.8017637133598328,0.748103678226471,0.8128986358642578,Interpolated,Benchmark,Market-based,Regular,Regular,,,0.5829103589057922,0.3186853229999542,0.17181044816970825,0.9079934358596802,-0.9759576916694641,-0.005441874265670776,0.7561398148536682,0.6210243701934814,0.9565543532371521,0.5516084432601929,0.49853968620300293,0.6016514301300049,1.175201177597046
881,BEL,Belgium,Euro,1991,277534.53125,265296.375,10.039444999999999,3.872532844543457,1618.9741368799173,2.7838830947875977,196950.640625,275842.625,279981.625,260084.046875,1221814.875,0.030400291085243225,1.0016095638275146,1.0584757328033447,323916.4375,260154.15625,361576.28125,2205424.5,0.5806180238723755,0.9307377338409424,0.952514111995697,0.6322707533836365,0.06678948551416397,0.03851562738418579,0.8465130057337773,0.80890953540802,0.7518627643585205,0.8093836307525635,Interpolated,Benchmark,Market-based,Regular,Regular,,,0.5847389698028564,0.3033326268196106,0.17251868546009064,0.8143520355224609,-0.8710337281227112,-0.003908589947968721,0.758786141872406,0.6094479560852051,0.9787988662719727,0.5986219048500061,0.5422983765602112,0.5725162625312805,1.0742875337600708
882,BEL,Belgium,Euro,1992,286644.125,275201.0625,10.078101,3.8666861057281494,1596.0011349376118,2.809946060180664,201247.375,282801.09375,289383.21875,271752.3125,1291906.0,0.03157327324151993,0.9935043454170227,1.0274875164031982,328874.5,264821.59375,368092.59375,2251609.75,0.5949016809463501,0.9403838515281677,0.9649598598480225,0.6295043230056763,0.06712903827428818,0.03852173313498497,0.7969652874697261,0.8765631914138794,0.8113527894020081,0.8639922142028809,Interpolated,Benchmark,Market-based,Regular,Regular,,,0.5722793340682983,0.3001031279563904,0.16827505826950073,0.9560828804969788,-0.9940000176429749,-0.0027403850108385086,0.817855715751648,0.6504352688789368,1.0762189626693726,0.5314440727233887,0.4890192151069641,0.6087895631790161,1.1121132373809814
883,BEL,Belgium,Euro,1993,287547.59375,276938.21875,10.118674,3.8420250415802,1552.0561312221796,2.8362531661987305,200553.125,281075.15625,290058.90625,269716.0,1357553.75,0.03207000717520714,0.9884064793586731,1.0161616802215576,325711.15625,263793.34375,364479.0,2291659.75,0.6046134829521179,0.9405511617660522,0.964938223361969,0.6345967650413513,0.06411463022232056,0.03839016333222389,0.8576253494265811,0.840031623840332,0.7747225165367126,0.8331547379493713,Interpolated,Benchmark,Market-based,Regular,Regular,,,0.5764570832252502,0.298543781042099,0.16711439192295074,0.8728044629096985,-0.9138644933700562,-0.001055333181284368,0.7757841348648071,0.6120595335960388,1.0616519451141357,0.535588800907135,0.48232588171958923,0.5671206712722778,0.9676235318183899
884,BEL,Belgium,Euro,1994,298298.0,284110.46875,10.155918999999999,3.828232765197754,1552.0561312221796,2.862806558609009,205971.03125,287997.90625,298643.59375,281016.40625,1413079.5,0.031478337943553925,1.0125652551651,1.0232062339782715,336221.78125,269335.5625,373506.125,2330652.0,0.6147336959838867,0.9614851474761963,0.9792456030845642,0.6253967881202698,0.067073293030262,0.03817177936434746,0.8293649091842074,0.8848658204078674,0.8200225830078125,0.8714597225189209,Interpolated,Benchmark,Market-based,Regular,Regular,,,0.5700245499610901,0.29189351201057434,0.1629256308078766,0.919468104839325,-0.943782389163971,-0.0005293736467137933,0.8151714205741882,0.657200038433075,1.128704309463501,0.5537440776824951,0.5060741901397705,0.5977209210395813,1.0200917720794678
885,BEL,Belgium,Euro,1995,307887.6875,296016.78125,10.186304999999999,3.886936664581299,1578.0261334178736,2.88960862159729,211027.78125,294845.09375,306651.75,288262.9375,1461672.25,0.0318707600235939,0.990313708782196,1.0006437301635742,344239.84375,273506.75,381448.9375,2372699.25,0.6273863911628723,0.9522016048431396,0.9673448801040649,0.6172025203704834,0.06941989809274673,0.037953197956085205,0.7307905241873844,1.0149178504943848,0.9392718076705933,0.9991896152496338,Benchmark,Benchmark,Market-based,Regular,Regular,,,0.5730074048042297,0.2907668650150299,0.1590595841407776,1.002563714981079,-1.0253976583480835,-2.0208935572066725e-16,0.92524254322052,0.7488168478012085,1.3379706144332886,0.599120557308197,0.5482614636421204,0.6762797236442566,1.1533443927764893
886,BEL,Belgium,Euro,1996,309153.0625,295071.71875,10.208274999999999,3.897966146469116,1552.0571312222642,2.9062201976776123,215124.6875,296133.65625,305834.75,285125.5,1477641.875,0.03130799159407616,0.971284031867981,0.996085524559021,348788.84375,278520.28125,387217.75,2412940.0,0.6418237090110779,0.9612363576889038,0.9783629775047302,0.6217400431632996,0.06616142392158508,0.03776896372437477,0.7675158672513649,0.9759337902069092,0.9128971695899963,0.9792026877403259,Benchmark,Benchmark,Market-based,Regular,Regular,0.942724752118045,,0.5953530073165894,0.28411686420440674,0.15913820266723633,1.0166144371032715,-1.0552223920822144,0.0,0.879589855670929,0.7454990148544312,1.336366891860962,0.5894049406051636,0.538405179977417,0.6594239473342896,1.0635015964508057
887,BEL,Belgium,Euro,1997,328544.3125,308663.96875,10.223789,3.920959711074829,1565.0441323202804,2.922927141189575,227625.3125,312126.375,324740.0,306846.6875,1465549.5,0.02973257750272751,1.0237300395965576,1.0283907651901245,362020.6875,282538.4375,398176.78125,2459295.75,0.6586385369300842,0.9758056998252869,0.9839727282524109,0.6191533207893372,0.06722268462181091,0.03766473010182381,0.886811589352808,0.8194831609725952,0.7781756520271301,0.823553740978241,Benchmark,Benchmark,Market-based,Regular,Regular,,,0.5788694024085999,0.2753852903842926,0.16295160353183746,0.9542043209075928,-0.9714105725288391,1.151693095978237e-16,0.7492479085922241,0.6669031381607056,1.0689870119094849,0.5591593980789185,0.5163251161575317,0.5998954772949219,0.966649055480957
888,BEL,Belgium,Euro,1998,341227.5,310652.96875,10.237299,3.986483335494995,1576.0341332494554,2.939730644226074,238807.296875,323724.96875,335952.1875,323948.875,1467955.5,0.028432169929146767,1.0415805578231812,1.021976351737976,369122.96875,290254.28125,407941.75,2504925.25,0.6772481203079224,0.9667491316795349,0.9795307517051697,0.6169471740722656,0.06689029932022095,0.03770429268479347,0.8998198020652836,0.8012200593948364,0.7695221900939941,0.7980352640151978,Benchmark,Benchmark,Market-based,Regular,Regular,,,0.5713725090026855,0.26213300228118896,0.16580334305763245,0.9765940308570862,-0.9759028553962708,0.0,0.7390890717506409,0.6803805828094482,1.0153287649154663,0.524408221244812,0.4950174391269684,0.6178574562072754,1.019431233406067
889,BEL,Belgium,Euro,1999,356183.625,325198.25,10.25516,4.039239883422852,1575.3821331943307,2.956630229949951,247913.125,337787.5625,351701.34375,340207.8125,1498190.875,0.028548557311296463,1.0473593473434448,1.0109059810638428,382200.03125,296626.59375,418431.6875,2552046.25,0.6981378197669983,0.9782531261444092,0.9818888306617737,0.6243529319763184,0.06350649148225784,0.037882860749959946,0.9386272758333333,0.763841450214386,0.734006404876709,0.7588039636611938,Benchmark,Benchmark,Market-based,Regular,Regular,,,0.5619406700134277,0.264175146818161,0.16677017509937286,0.9460555911064148,-0.9389416575431824,0.0,0.7031536102294922,0.65170818567276,0.9683323502540588,0.5178416967391968,0.4897938072681427,0.6105180978775024,0.9430370926856995
890,BEL,Belgium,Euro,2000,378521.625,346908.875,10.282033,4.121242523193359,1589.1026108961726,2.9736270904541016,267722.96875,364652.875,375407.03125,364391.21875,1495075.25,0.026815537363290787,1.0808790922164917,1.04047691822052,396405.15625,304596.25,434132.15625,2601961.25,0.7201746106147766,0.9814773201942444,0.985462486743927,0.6166436672210693,0.06584151089191437,0.03822486475110054,1.0854008333333334,0.6471671462059021,0.6291953325271606,0.6482163071632385,Benchmark,Benchmark,Market-based,Regular,Regular,,,0.5639505386352539,0.26600509881973267,0.17076247930526733,0.9658418297767639,-0.9665599465370178,1.2321464028908186e-16,0.6012870073318481,0.5795567631721497,0.7986883521080017,0.4868955612182617,0.4673222005367279,0.5562124848365784,0.9075313210487366
891,BEL,Belgium,Euro,2001,380844.09375,348797.75,10.319018999999999,4.1783318519592285,1581.243158905425,2.9924190044403076,271907.6875,365847.28125,379695.0625,365117.8125,1511626.75,0.026067296043038368,1.0770388841629028,1.0355825424194336,400764.0625,308498.09375,435480.53125,2649390.75,0.7425957322120667,0.9716683626174927,0.9679996967315674,0.6273439526557922,0.061295025050640106,0.03865263983607292,1.11751,0.6413005590438843,0.6229714155197144,0.6478434801101685,Benchmark,Benchmark,Market-based,Regular,Regular,,,0.565975546836853,0.2572857141494751,0.178736612200737,0.9696874618530273,-0.9716853499412537,-2.4608040888301336e-16,0.5998589992523193,0.5699179768562317,0.7725266814231873,0.4784359931945801,0.4531364142894745,0.5580763816833496,0.888502299785614
892,BEL,Belgium,Euro,2002,386985.6875,358492.6875,10.364885,4.1876606941223145,1593.6455514309664,3.011329412460327,278885.3125,366093.71875,387718.53125,376774.53125,1467405.375,0.024823937565088272,1.1096806526184082,1.0265706777572632,407604.6875,312812.96875,435375.9375,2685413.0,0.7580679655075073,0.9706940650939941,0.950571596622467,0.631530225276947,0.06102631613612175,0.03898916393518448,1.0625516666666666,0.6793833374977112,0.6632892489433289,0.6825554966926575,Benchmark,Benchmark,Market-based,Regular,Regular,,,0.5518926978111267,0.23146049678325653,0.1882988065481186,0.995375394821167,-0.967027485370636,-1.1316982215138092e-16,0.6373768448829651,0.6118215918540955,0.8025018572807312,0.4857091009616852,0.4605801999568939,0.6214557886123657,0.942375898361206
893,BEL,Belgium,Euro,2003,387888.96875,374266.28125,10.419032,4.18803596496582,1598.2198676766707,3.0303595066070557,276264.5625,368861.625,389741.90625,384173.3125,1520313.125,0.025615474209189415,1.0784343481063843,0.9829487204551697,411835.4375,316146.0,439280.3125,2718060.5,0.7706214189529419,0.969145655632019,0.9477291703224182,0.6243840456008911,0.06161351129412651,0.03917066752910614,0.8860341666666667,0.8464021682739258,0.8143067955970764,0.8261101841926575,Benchmark,Benchmark,Market-based,Regular,Regular,,,0.5342147350311279,0.24102939665317535,0.1848996877670288,1.0787012577056885,-1.0388450622558594,1.8340660146598536e-16,0.7916560769081116,0.7185496091842651,1.004575490951538,0.5287076830863953,0.5063883662223816,0.7509650588035583,1.0729029178619385
894,BEL,Belgium,Euro,2004,398061.0,383970.3125,10.480117,4.235822677612305,1587.8026490695024,3.0495097637176514,273411.90625,380800.5,400396.5,393029.9375,1587220.875,0.025913413614034653,1.0502692461013794,0.9604852795600891,426542.84375,320805.125,454683.34375,2761351.0,0.786652147769928,0.989071786403656,0.9666101932525635,0.6098069548606873,0.06679244339466095,0.039398711174726486,0.805365,0.9764583706855774,0.920470118522644,0.9377225637435913,Benchmark,Benchmark,Market-based,Regular,Regular,,,0.5303813815116882,0.2732325792312622,0.16527020931243896,1.1838010549545288,-1.152685284614563,1.579356457626687e-16,0.8882788419723511,0.7779238224029541,1.2594420909881592,0.5616688132286072,0.5370161533355713,0.8307257294654846,1.1866929531097412
895,BEL,Belgium,Euro,2005,413649.21875,429270.65625,10.546885999999999,4.300207138061523,1577.6764485631377,3.0687811374664307,284623.78125,405412.34375,422465.625,413964.28125,1684540.75,0.026954427361488342,1.0537313222885132,0.9572709202766418,436446.0625,324376.28125,467320.53125,2810167.25,0.8064422607421875,0.993119478225708,0.9749065041542053,0.6029680967330933,0.06765975058078766,0.039783693850040436,0.8041200000000001,0.9791618585586548,0.9126455187797546,0.9313879609107971,Benchmark,Benchmark,Market-based,Regular,Regular,0.9170755659658729,,0.5261286497116089,0.29178500175476074,0.16142772138118744,1.2226855754852295,-1.2020268440246582,0.0,0.8884673118591309,0.7559078335762024,1.2747552394866943,0.5658538937568665,0.5443013906478882,0.8289948105812073,1.1046513319015503
896,BEL,Belgium,Euro,2006,430283.46875,417205.4375,10.619475,4.349856853485107,1591.6376637200908,3.0735692977905273,293263.625,418737.5,436378.0,416269.21875,1895296.75,0.029041392728686333,0.9969744682312012,0.9371382594108582,447585.6875,329113.8125,476714.5625,2858023.25,0.8244060277938843,0.9963842630386353,0.9729404449462891,0.6032912731170654,0.06534665077924728,0.040124427527189255,0.7971408333333333,1.0012588500976562,0.9347336292266846,0.979887843132019,Benchmark,Benchmark,Market-based,Regular,Regular,,,0.5341529250144958,0.3014248013496399,0.1703517884016037,1.2814956903457642,-1.28742516040802,0.0,0.9181192517280579,0.7792474627494812,1.2619506120681763,0.5872847437858582,0.5538116693496704,0.7990098595619202,1.0224248170852661
897,BEL,Belgium,Euro,2007,449795.90625,430014.65625,10.697572,4.42225980758667,1593.6575317521738,3.078364849090576,300636.46875,435446.03125,454229.1875,426688.125,2072113.75,0.030319374054670334,0.9781010150909424,0.942511796951294,464043.0625,335831.75,494325.6875,2914184.25,0.8459581136703491,1.0106302499771118,0.9870163798332214,0.6000671982765198,0.06581012159585953,0.04046601057052612,0.7306375000000002,1.1147788763046265,1.0353807210922241,1.102210521697998,Benchmark,Benchmark,Market-based,Regular,Regular,,,0.5347446799278259,0.31594401597976685,0.16983665525913239,1.3511987924575806,-1.3717241287231445,-1.2376705135447948e-16,1.0232915878295898,0.8583161234855652,1.402834177017212,0.6387296319007874,0.5959452390670776,0.8470826745033264,1.0839943885803223
898,BEL,Belgium,Euro,2008,460274.53125,467485.40625,10.778758,4.499446868896484,1582.5051435727703,3.0831680297851562,316458.9375,464059.625,467202.90625,435307.34375,2321675.75,0.03270704299211502,0.9680987596511841,0.9812428951263428,466116.96875,342217.0,503896.59375,2969627.5,0.8664951920509338,0.9984468221664429,0.9895747303962708,0.6182093024253845,0.05631004646420479,0.04085863381624222,0.6826747112398731,1.1949063539505005,1.1028239727020264,1.1836293935775757,Benchmark,Benchmark,Market-based,Regular,Regular,,,0.5426962971687317,0.3390723466873169,0.18428188562393188,1.3936827182769775,-1.459733247756958,0.0,1.1063051223754883,0.9053975343704224,1.455830454826355,0.6869044899940491,0.650367796421051,0.872503399848938,1.0325263738632202
899,BEL,Belgium,Euro,2009,458331.59375,451867.0,10.85994,4.489564418792725,1563.2252139241075,3.0879786014556885,319661.6875,452036.4375,462498.0,444295.3125,2542662.5,0.036214932799339294,0.9653392434120178,0.9544759392738342,456698.0,345278.4375,496127.96875,3010390.75,0.8776929974555969,0.9814406037330627,0.9774753451347351,0.6309320330619812,0.05065639317035675,0.040977708995342255,0.719843359785615,1.1377840042114258,1.0406898260116577,1.0833265781402588,Benchmark,Benchmark,Market-based,Regular,Regular,,,0.5299509763717651,0.2979431450366974,0.1895292103290558,1.156396746635437,-1.1738200187683105,1.2093416289727727e-16,1.0501642227172852,0.8062245845794678,1.3827811479568481,0.6448453664779663,0.6143978834152222,0.7670921087265015,0.8303004503250122
900,BEL,Belgium,Euro,2010,488960.96875,489332.59375,10.938739,4.499626159667969,1573.830710676846,3.092796802520752,335651.125,484943.875,493342.8125,469020.3125,2837390.75,0.04043326526880264,0.9305595755577087,0.9278780221939087,469779.15625,352745.375,506923.75,3049579.5,0.888839840888977,0.998170793056488,0.987485945224762,0.6138140559196472,0.05620921403169632,0.040869757533073425,0.755044951989835,1.077115535736084,0.9748831987380981,1.025438904762268,Benchmark,Benchmark,Market-based,Regular,Regular,,,0.5289279222488403,0.31830766797065735,0.18671509623527527,1.1924259662628174,-1.2263766527175903,0.0,0.9972361326217651,0.7450369000434875,1.3033984899520874,0.652280330657959,0.6199876666069031,0.6793366074562073,0.7437043190002441
901,BEL,Belgium,Euro,2011,494871.0625,487755.40625,11.013853,4.542050838470459,1590.2343509773775,3.0989954471588135,345838.125,501247.40625,500751.65625,456543.90625,2881892.5,0.04076555743813515,0.8865530490875244,0.9340009093284607,477739.53125,355373.25,519005.5625,3095371.75,0.9036137461662292,0.995251476764679,0.9912674427032471,0.6183372139930725,0.05446955934166908,0.040862955152988434,0.719355253609154,1.142379879951477,1.0437219142913818,1.144787073135376,Benchmark,Benchmark,Market-based,Regular,Regular,0.7966967084455902,,0.5664517879486084,0.34040382504463196,0.19106163084506989,1.3386915922164917,-1.4366086721420288,1.1137120062744562e-16,1.0416656732559204,0.8241748213768005,1.4409732818603516,0.6900864839553833,0.6438400149345398,0.7311555743217468,0.7728753685951233
902,BEL,Belgium,Euro,2012,500611.46875,491813.125,11.085358,4.562634468078613,1587.2950747966058,3.1052064895629883,349130.75,507597.5625,507917.28125,459693.875,3198966.0,0.04338807985186577,0.8591709733009338,0.9115464091300964,481271.15625,360267.71875,522062.9375,3140174.75,0.9162424206733704,0.9944566488265991,0.9889994859695435,0.6233172416687012,0.05252506583929062,0.040849719196558,0.778293601412852,1.083616852760315,0.9768937826156616,1.0793732404708862,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.8179888579106722,,0.5691063404083252,0.3447225093841553,0.19037896394729614,1.279493808746338,-1.3837015628814697,0.0,0.9851711392402649,0.7417638897895813,1.3779038190841675,0.6782874464988708,0.6267139315605164,0.6327002644538879,0.6568326950073242
903,BEL,Belgium,Euro,2013,501871.71875,490563.46875,11.154009,4.555912017822266,1585.5950866418075,3.1114299297332764,351200.6875,500585.0,504611.03125,460706.09375,3244034.25,0.04252913221716881,0.8621917366981506,0.9065236449241638,483481.28125,364518.78125,522103.96875,3179373.0,0.927141547203064,0.9949302077293396,0.9850246906280518,0.6248753070831299,0.05199015885591507,0.04073300212621689,0.75315918184727,1.1403329372406006,1.0337520837783813,1.1322678327560425,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.8418703589207024,,0.5688451528549194,0.3242507576942444,0.1934644728899002,1.2820910215377808,-1.3686513900756836,0.0,1.0442229509353638,0.7831817269325256,1.4229260683059692,0.7005463242530823,0.6496397256851196,0.6588708758354187,0.6736141443252563
904,BEL,Belgium,Euro,2014,508746.40625,493290.53125,11.221231,4.581183433532715,1581.595988726486,3.117666006088257,354705.6875,506991.90625,511177.4375,458586.09375,3208622.25,0.04099469631910324,0.8525516390800476,0.9101549983024597,491071.375,367293.84375,531514.625,3225793.75,0.9423168897628784,1.0012307167053223,0.9935321807861328,0.6170051693916321,0.05448880046606064,0.040713150054216385,0.753730736717402,1.1462911367416382,1.045973539352417,1.1659274101257324,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.8444814667324597,,0.5723403096199036,0.33207768201828003,0.20113646984100342,1.304641604423523,-1.41019606590271,-2.177297396823791e-16,1.0554559230804443,0.8123133778572083,1.4047657251358032,0.7131627798080444,0.6530121564865112,0.6791303753852844,0.702436625957489
905,BEL,Belgium,Euro,2015,531206.875,484155.03125,11.287939999999999,4.622033596038818,1575.4568687328092,3.1239144802093506,360691.1875,523108.5,530633.0,482210.5625,3290149.75,0.04117754474282265,0.8645299077033997,0.9042396545410156,501096.4375,371588.34375,543092.0,3275991.5,0.9600974321365356,1.009926438331604,1.0035037994384766,0.6018011569976807,0.05935254320502281,0.040897056460380554,0.901658961641278,0.9603778123855591,0.8709403276443481,0.9583980441093445,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.843693309994976,,0.5543292164802551,0.33681827783584595,0.19366596639156342,1.1482828855514526,-1.2330964803695679,-1.259498023199946e-16,0.8876159191131592,0.6723204851150513,1.1686439514160156,0.6493907570838928,0.5937038064002991,0.5638278126716614,0.6060051321983337
906,BEL,Belgium,Euro,2016,549813.1875,492930.46875,11.35442,4.6838812828063965,1574.1541719247962,3.1301755905151367,368246.8125,540758.1875,547293.9375,501003.25,3400537.75,0.042424526065588,0.866923451423645,0.9039612412452698,507443.71875,376130.5,554833.5,3330369.0,0.9804537296295166,1.0053929090499878,1.0078312158584595,0.5939928293228149,0.061976149678230286,0.041243646293878555,0.904035127950359,0.9631608724594116,0.8692578673362732,0.9495739936828613,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.8421628099584738,,0.5430310368537903,0.3443318009376526,0.19198773801326752,1.1679096221923828,-1.247260332107544,1.2235192399741356e-16,0.8969120979309082,0.6688103675842285,1.1505433320999146,0.6458057761192322,0.5956278443336487,0.5565307140350342,0.5979014039039612
907,BEL,Belgium,Euro,2017,568297.125,515603.875,11.419748,4.769101142883301,1577.9176663720168,3.136449098587036,381188.09375,562391.875,568297.125,515603.875,3383567.25,0.04229912534356117,0.8673387169837952,0.9100343585014343,515603.875,381188.09375,562391.875,3383567.25,1.0,1.0,1.0,0.5932888388633728,0.061399322003126144,0.0416276715695858,0.88520550826938,0.982516348361969,0.8845690488815308,0.9749695062637329,Benchmark,Benchmark,Market-based,Regular,Regular,0.8352774971561252,,0.5435676574707031,0.35143986344337463,0.19573652744293213,1.2346524000167847,-1.3253964185714722,1.1579050238551633e-16,0.9234445691108704,0.6785228252410889,1.1465609073638916,0.6569547057151794,0.6043320894241333,0.5953223705291748,0.6124240159988403
908,BEL,Belgium,Euro,2018,575549.9375,507573.0625,11.482178,4.839399814605713,1583.2639970106495,3.142735242843628,388230.46875,575792.375,574277.9375,510223.0,3436159.5,0.04278666898608208,0.8316040635108948,0.9023447632789612,524948.125,387589.09375,575806.375,3439589.75,1.0206507444381714,0.9977738261222839,1.0033891201019287,0.594810962677002,0.059289317578077316,0.04199821874499321,0.846772667108096,1.0467193126678467,0.9468140602111816,1.065679669380188,Extrapolated,Benchmark,Market-based,Regular,Regular,,,0.5592280626296997,0.3676076829433441,0.20167545974254608,1.290144443511963,-1.4186556339263916,-2.1410332693738742e-16,0.9860779643058777,0.7400220632553101,1.2148723602294922,0.6854832768440247,0.6253686547279358,0.6456381678581238,0.6158025860786438
909,BEL,Belgium,Euro,2019,589449.125,517419.75,11.539328,4.921936511993408,1586.43099700467,3.149034023284912,394579.15625,583349.9375,586966.375,523688.59375,3496175.0,0.04266025498509407,0.8287504315376282,0.8878721594810486,534102.3125,393544.125,584597.75,3498440.75,1.0422513484954834,0.9941521883010864,0.9976144433021545,0.594810962677002,0.05863935500383377,0.04237878695130348,0.893276257067393,1.0056102275848389,0.9082249402999878,1.017966389656067,Extrapolated,Extrapolated,Market-based,Regular,Regular,,,0.5525801181793213,0.36046379804611206,0.20088128745555878,1.2484956979751587,-1.362420916557312,2.1837533760686448e-16,0.9468410015106201,0.7046647071838379,1.167271375656128,0.6672590374946594,0.6068595051765442,0.6266524195671082,0.5863358378410339
1120,BGR,Bulgaria,Bulgarian Lev,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,BGR,Bulgaria,Bulgarian Lev,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,BGR,Bulgaria,Bulgarian Lev,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,BGR,Bulgaria,Bulgarian Lev,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,BGR,Bulgaria,Bulgarian Lev,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,BGR,Bulgaria,Bulgarian Lev,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,BGR,Bulgaria,Bulgarian Lev,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,BGR,Bulgaria,Bulgarian Lev,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,BGR,Bulgaria,Bulgarian Lev,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,BGR,Bulgaria,Bulgarian Lev,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,BGR,Bulgaria,Bulgarian Lev,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,BGR,Bulgaria,Bulgarian Lev,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,BGR,Bulgaria,Bulgarian Lev,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
