"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","EMPINDUS","AGR","THND_PER","A","1964",462.75,
"AUS","EMPINDUS","AGR","THND_PER","A","1965",448.75,"E"
"AUS","EMPINDUS","AGR","THND_PER","A","1966",439.25,"E"
"AUS","EMPINDUS","AGR","THND_PER","A","1967",441,"E"
"AUS","EMPINDUS","AGR","THND_PER","A","1968",437,"E"
"AUS","EMPINDUS","AGR","THND_PER","A","1969",428.5,"E"
"AUS","EMPINDUS","AGR","THND_PER","A","1970",432.25,"E"
"AUS","EMPINDUS","AGR","THND_PER","A","1971",423.5,"E"
"AUS","EMPINDUS","AGR","THND_PER","A","1972",439.75,"E"
"AUS","EMPINDUS","AGR","THND_PER","A","1973",422.25,"E"
"AUS","EMPINDUS","AGR","THND_PER","A","1974",408,"E"
"AUS","EMPINDUS","AGR","THND_PER","A","1975",404.75,"E"
"AUS","EMPINDUS","AGR","THND_PER","A","1976",390,"E"
"AUS","EMPINDUS","AGR","THND_PER","A","1977",398,"B"
"AUS","EMPINDUS","AGR","THND_PER","A","1978",380.5,
"AUS","EMPINDUS","AGR","THND_PER","A","1979",396,
"AUS","EMPINDUS","AGR","THND_PER","A","1980",407.25,
"AUS","EMPINDUS","AGR","THND_PER","A","1981",416,
"AUS","EMPINDUS","AGR","THND_PER","A","1982",412,
"AUS","EMPINDUS","AGR","THND_PER","A","1983",416,
"AUS","EMPINDUS","AGR","THND_PER","A","1984",403.5444,
"AUS","EMPINDUS","AGR","THND_PER","A","1985",411.6402,
"AUS","EMPINDUS","AGR","THND_PER","A","1986",424.194,
"AUS","EMPINDUS","AGR","THND_PER","A","1987",411.2527,
"AUS","EMPINDUS","AGR","THND_PER","A","1988",430.56,
"AUS","EMPINDUS","AGR","THND_PER","A","1989",425.2033,
"AUS","EMPINDUS","AGR","THND_PER","A","1990",435.7737,
"AUS","EMPINDUS","AGR","THND_PER","A","1991",410.4288,
"AUS","EMPINDUS","AGR","THND_PER","A","1992",384.4738,
"AUS","EMPINDUS","AGR","THND_PER","A","1993",389.9679,
"AUS","EMPINDUS","AGR","THND_PER","A","1994",385.517,
"AUS","EMPINDUS","AGR","THND_PER","A","1995",390.1216,
"AUS","EMPINDUS","AGR","THND_PER","A","1996",401.1078,
"AUS","EMPINDUS","AGR","THND_PER","A","1997",409.1771,
"AUS","EMPINDUS","AGR","THND_PER","A","1998",411.0339,
"AUS","EMPINDUS","AGR","THND_PER","A","1999",425.8499,
"AUS","EMPINDUS","AGR","THND_PER","A","2000",430.4146,
"AUS","EMPINDUS","AGR","THND_PER","A","2001",427.3297,
"AUS","EMPINDUS","AGR","THND_PER","A","2002",401.6648,
"AUS","EMPINDUS","AGR","THND_PER","A","2003",366.9275,
"AUS","EMPINDUS","AGR","THND_PER","A","2004",355.8749,
"AUS","EMPINDUS","AGR","THND_PER","A","2005",352.7252,
"AUS","EMPINDUS","AGR","THND_PER","A","2006",344.1808,
"AUS","EMPINDUS","AGR","THND_PER","A","2007",345.5932,
"AUS","EMPINDUS","AGR","THND_PER","A","2008",344.7386,
"AUS","EMPINDUS","AGR","THND_PER","A","2009",348.4926,
"AUS","EMPINDUS","AGR","THND_PER","A","2010",355.0624,
"AUS","EMPINDUS","AGR","THND_PER","A","2011",315.1922,
"AUS","EMPINDUS","AGR","THND_PER","A","2012",317.1153,
"AUS","EMPINDUS","AGR","THND_PER","A","2013",299.2873,
"AUS","EMPINDUS","AGR","THND_PER","A","2014",323.2664,
"AUS","EMPINDUS","AGR","THND_PER","A","2015",311.0088,
"AUS","EMPINDUS","AGR","THND_PER","A","2016",313.9686,
"AUS","EMPINDUS","AGR","THND_PER","A","2017",318.3803,
"AUS","EMPINDUS","AGR","THND_PER","A","2018",329.8062,
"AUS","EMPINDUS","AGR","THND_PER","A","2019",329.8574,
"AUS","EMPINDUS","AGR","THND_PER","A","2020",350.8402,
"AUS","EMPINDUS","CONSTR","THND_PER","A","1985",480.9267,
"AUS","EMPINDUS","CONSTR","THND_PER","A","1986",489.6624,
"AUS","EMPINDUS","CONSTR","THND_PER","A","1987",503.9035,
"AUS","EMPINDUS","CONSTR","THND_PER","A","1988",535.7723,
"AUS","EMPINDUS","CONSTR","THND_PER","A","1989",600.7968,
"AUS","EMPINDUS","CONSTR","THND_PER","A","1990",592.9733,
"AUS","EMPINDUS","CONSTR","THND_PER","A","1991",538.276,
"AUS","EMPINDUS","CONSTR","THND_PER","A","1992",520.9838,
"AUS","EMPINDUS","CONSTR","THND_PER","A","1993",547.3837,
"AUS","EMPINDUS","CONSTR","THND_PER","A","1994",568.039,
"AUS","EMPINDUS","CONSTR","THND_PER","A","1995",598.3638,
"AUS","EMPINDUS","CONSTR","THND_PER","A","1996",593.9698,
"AUS","EMPINDUS","CONSTR","THND_PER","A","1997",577.527,
"AUS","EMPINDUS","CONSTR","THND_PER","A","1998",614.6667,
"AUS","EMPINDUS","CONSTR","THND_PER","A","1999",650.3469,
"AUS","EMPINDUS","CONSTR","THND_PER","A","2000",684.91,
"AUS","EMPINDUS","CONSTR","THND_PER","A","2001",662.4023,
"AUS","EMPINDUS","CONSTR","THND_PER","A","2002",693.7667,
"AUS","EMPINDUS","CONSTR","THND_PER","A","2003",745.3265,
"AUS","EMPINDUS","CONSTR","THND_PER","A","2004",791.9011,
"AUS","EMPINDUS","CONSTR","THND_PER","A","2005",843.0519,
"AUS","EMPINDUS","CONSTR","THND_PER","A","2006",900.8347,
"AUS","EMPINDUS","CONSTR","THND_PER","A","2007",936.3865,
"AUS","EMPINDUS","CONSTR","THND_PER","A","2008",986.4555,
"AUS","EMPINDUS","CONSTR","THND_PER","A","2009",983.7769,
"AUS","EMPINDUS","CONSTR","THND_PER","A","2010",998.6464,
"AUS","EMPINDUS","CONSTR","THND_PER","A","2011",1013.67,
"AUS","EMPINDUS","CONSTR","THND_PER","A","2012",982.4848,
"AUS","EMPINDUS","CONSTR","THND_PER","A","2013",1007.852,
"AUS","EMPINDUS","CONSTR","THND_PER","A","2014",1031.304,
"AUS","EMPINDUS","CONSTR","THND_PER","A","2015",1029.04,
"AUS","EMPINDUS","CONSTR","THND_PER","A","2016",1059.985,
"AUS","EMPINDUS","CONSTR","THND_PER","A","2017",1137.186,
"AUS","EMPINDUS","CONSTR","THND_PER","A","2018",1176.97,
"AUS","EMPINDUS","CONSTR","THND_PER","A","2019",1171.191,
"AUS","EMPINDUS","CONSTR","THND_PER","A","2020",1171.783,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","1964",1795.3,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","1965",1774.544,"E"
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","1966",1804.587,"E"
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","1967",1850.33,"E"
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","1968",1879.974,"E"
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","1969",1930.373,"E"
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","1970",1992.585,"E"
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","1971",2017.083,"E"
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","1972",1996.596,"E"
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","1973",2042.039,"E"
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","1974",2067.43,"E"
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","1975",1977.047,"E"
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","1976",1969.79,"E"
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","1977",1951.271,"B"
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","1978",1899.316,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","1979",1905.151,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","1980",1945.727,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","1981",1958.24,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","1982",1907.847,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","1983",1789.713,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","1984",1814.5,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","1985",1809.456,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","1986",1823.948,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","1987",1837.129,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","1988",1889.107,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","1989",1994.559,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","1990",1938.362,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","1991",1800.75,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","1992",1771.673,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","1993",1775.622,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","1994",1824.058,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","1995",1848.255,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","1996",1832.154,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","1997",1822.539,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","1998",1823.036,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","1999",1829.053,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","2000",1915.583,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","2001",1864.94,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","2002",1917.724,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","2003",1958.802,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","2004",2022.561,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","2005",2082.907,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","2006",2146.702,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","2007",2203.792,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","2008",2315.58,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","2009",2276.899,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","2010",2304.782,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","2011",2327.637,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","2012",2343.564,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","2013",2338.203,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","2014",2334.034,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","2015",2301.61,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","2016",2336.366,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","2017",2399.078,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","2018",2522.387,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","2019",2473.177,
"AUS","EMPINDUS","INDUSCONSTR","THND_PER","A","2020",2449.212,
"AUS","EMPINDUS","MFG","THND_PER","A","1966",1232.5,
"AUS","EMPINDUS","MFG","THND_PER","A","1967",1260.9,
"AUS","EMPINDUS","MFG","THND_PER","A","1968",1263.6,
"AUS","EMPINDUS","MFG","THND_PER","A","1969",1302,
"AUS","EMPINDUS","MFG","THND_PER","A","1970",1320.4,
"AUS","EMPINDUS","MFG","THND_PER","A","1971",1364.9,
"AUS","EMPINDUS","MFG","THND_PER","A","1972",1330.4,
"AUS","EMPINDUS","MFG","THND_PER","A","1973",1382.3,
"AUS","EMPINDUS","MFG","THND_PER","A","1974",1374.3,
"AUS","EMPINDUS","MFG","THND_PER","A","1975",1262.9,
"AUS","EMPINDUS","MFG","THND_PER","A","1976",1281.6,
"AUS","EMPINDUS","MFG","THND_PER","A","1977",1276.8,"B"
"AUS","EMPINDUS","MFG","THND_PER","A","1978",1219.6,
"AUS","EMPINDUS","MFG","THND_PER","A","1979",1220.925,
"AUS","EMPINDUS","MFG","THND_PER","A","1980",1246.5,
"AUS","EMPINDUS","MFG","THND_PER","A","1981",1252.325,
"AUS","EMPINDUS","MFG","THND_PER","A","1982",1213.675,
"AUS","EMPINDUS","MFG","THND_PER","A","1983",1143.45,
"AUS","EMPINDUS","MFG","THND_PER","A","1984",1141.464,
"AUS","EMPINDUS","MFG","THND_PER","A","1985",1079.726,
"AUS","EMPINDUS","MFG","THND_PER","A","1986",1081.614,
"AUS","EMPINDUS","MFG","THND_PER","A","1987",1092.464,
"AUS","EMPINDUS","MFG","THND_PER","A","1988",1126.651,
"AUS","EMPINDUS","MFG","THND_PER","A","1989",1162.668,
"AUS","EMPINDUS","MFG","THND_PER","A","1990",1129.564,
"AUS","EMPINDUS","MFG","THND_PER","A","1991",1057.523,
"AUS","EMPINDUS","MFG","THND_PER","A","1992",1047.596,
"AUS","EMPINDUS","MFG","THND_PER","A","1993",1033.051,
"AUS","EMPINDUS","MFG","THND_PER","A","1994",1065.797,
"AUS","EMPINDUS","MFG","THND_PER","A","1995",1071.422,
"AUS","EMPINDUS","MFG","THND_PER","A","1996",1067.426,
"AUS","EMPINDUS","MFG","THND_PER","A","1997",1083.515,
"AUS","EMPINDUS","MFG","THND_PER","A","1998",1044.962,
"AUS","EMPINDUS","MFG","THND_PER","A","1999",1019.488,
"AUS","EMPINDUS","MFG","THND_PER","A","2000",1071.006,
"AUS","EMPINDUS","MFG","THND_PER","A","2001",1041.283,
"AUS","EMPINDUS","MFG","THND_PER","A","2002",1056.082,
"AUS","EMPINDUS","MFG","THND_PER","A","2003",1032.897,
"AUS","EMPINDUS","MFG","THND_PER","A","2004",1039.626,
"AUS","EMPINDUS","MFG","THND_PER","A","2005",1021.378,
"AUS","EMPINDUS","MFG","THND_PER","A","2006",1009.451,
"AUS","EMPINDUS","MFG","THND_PER","A","2007",1027.734,
"AUS","EMPINDUS","MFG","THND_PER","A","2008",1044.804,
"AUS","EMPINDUS","MFG","THND_PER","A","2009",998.2275,
"AUS","EMPINDUS","MFG","THND_PER","A","2010",978.6542,
"AUS","EMPINDUS","MFG","THND_PER","A","2011",947.1017,
"AUS","EMPINDUS","MFG","THND_PER","A","2012",947.9832,
"AUS","EMPINDUS","MFG","THND_PER","A","2013",920.5344,
"AUS","EMPINDUS","MFG","THND_PER","A","2014",922.4232,
"AUS","EMPINDUS","MFG","THND_PER","A","2015",890.0262,
"AUS","EMPINDUS","MFG","THND_PER","A","2016",905.1177,
"AUS","EMPINDUS","MFG","THND_PER","A","2017",887.5766,
"AUS","EMPINDUS","MFG","THND_PER","A","2018",934.1124,
"AUS","EMPINDUS","MFG","THND_PER","A","2019",885.2076,
"AUS","EMPINDUS","MFG","THND_PER","A","2020",865.411,
"AUS","EMPINDUS","SERV","THND_PER","A","1964",2237.5,
"AUS","EMPINDUS","SERV","THND_PER","A","1965",2405,
"AUS","EMPINDUS","SERV","THND_PER","A","1966",2541.4,
"AUS","EMPINDUS","SERV","THND_PER","A","1967",2636.75,
"AUS","EMPINDUS","SERV","THND_PER","A","1968",2729.225,
"AUS","EMPINDUS","SERV","THND_PER","A","1969",2828.6,
"AUS","EMPINDUS","SERV","THND_PER","A","1970",2962.475,
"AUS","EMPINDUS","SERV","THND_PER","A","1971",3075.9,
"AUS","EMPINDUS","SERV","THND_PER","A","1972",3164.85,
"AUS","EMPINDUS","SERV","THND_PER","A","1973",3300.8,
"AUS","EMPINDUS","SERV","THND_PER","A","1974",3415.9,
"AUS","EMPINDUS","SERV","THND_PER","A","1975",3484.875,
"AUS","EMPINDUS","SERV","THND_PER","A","1976",3586.475,
"AUS","EMPINDUS","SERV","THND_PER","A","1977",3651.05,
"AUS","EMPINDUS","SERV","THND_PER","A","1978",3707.375,
"AUS","EMPINDUS","SERV","THND_PER","A","1979",3809.624,
"AUS","EMPINDUS","SERV","THND_PER","A","1980",3931.27,
"AUS","EMPINDUS","SERV","THND_PER","A","1981",4042.207,
"AUS","EMPINDUS","SERV","THND_PER","A","1982",4094.892,
"AUS","EMPINDUS","SERV","THND_PER","A","1983",4094.62,
"AUS","EMPINDUS","SERV","THND_PER","A","1984",4275.771,
"AUS","EMPINDUS","SERV","THND_PER","A","1985",4478.993,
"AUS","EMPINDUS","SERV","THND_PER","A","1986",4726.552,
"AUS","EMPINDUS","SERV","THND_PER","A","1987",4882.6,
"AUS","EMPINDUS","SERV","THND_PER","A","1988",5078.25,
"AUS","EMPINDUS","SERV","THND_PER","A","1989",5299.653,
"AUS","EMPINDUS","SERV","THND_PER","A","1990",5484.35,
"AUS","EMPINDUS","SERV","THND_PER","A","1991",5459.014,
"AUS","EMPINDUS","SERV","THND_PER","A","1992",5478.216,
"AUS","EMPINDUS","SERV","THND_PER","A","1993",5487.839,
"AUS","EMPINDUS","SERV","THND_PER","A","1994",5691.775,
"AUS","EMPINDUS","SERV","THND_PER","A","1995",5950.128,
"AUS","EMPINDUS","SERV","THND_PER","A","1996",6065.307,
"AUS","EMPINDUS","SERV","THND_PER","A","1997",6136.604,
"AUS","EMPINDUS","SERV","THND_PER","A","1998",6283.516,
"AUS","EMPINDUS","SERV","THND_PER","A","1999",6419.76,
"AUS","EMPINDUS","SERV","THND_PER","A","2000",6556.016,
"AUS","EMPINDUS","SERV","THND_PER","A","2001",6723.556,
"AUS","EMPINDUS","SERV","THND_PER","A","2002",6871.561,
"AUS","EMPINDUS","SERV","THND_PER","A","2003",7071.451,
"AUS","EMPINDUS","SERV","THND_PER","A","2004",7180.23,
"AUS","EMPINDUS","SERV","THND_PER","A","2005",7445.636,
"AUS","EMPINDUS","SERV","THND_PER","A","2006",7633.088,
"AUS","EMPINDUS","SERV","THND_PER","A","2007",7884.215,
"AUS","EMPINDUS","SERV","THND_PER","A","2008",8070.189,
"AUS","EMPINDUS","SERV","THND_PER","A","2009",8179.167,
"AUS","EMPINDUS","SERV","THND_PER","A","2010",8361.573,
"AUS","EMPINDUS","SERV","THND_PER","A","2011",8570.131,
"AUS","EMPINDUS","SERV","THND_PER","A","2012",8690.261,
"AUS","EMPINDUS","SERV","THND_PER","A","2013",8819.582,
"AUS","EMPINDUS","SERV","THND_PER","A","2014",8875.407,
"AUS","EMPINDUS","SERV","THND_PER","A","2015",9169.807,
"AUS","EMPINDUS","SERV","THND_PER","A","2016",9339.152,
"AUS","EMPINDUS","SERV","THND_PER","A","2017",9550.652,
"AUS","EMPINDUS","SERV","THND_PER","A","2018",9748.684,
"AUS","EMPINDUS","SERV","THND_PER","A","2019",10087.37,
"AUS","EMPINDUS","SERV","THND_PER","A","2020",9890.593,
"AUT","EMPINDUS","AGR","THND_PER","A","1956",920,
"AUT","EMPINDUS","AGR","THND_PER","A","1957",889,
"AUT","EMPINDUS","AGR","THND_PER","A","1958",865,
"AUT","EMPINDUS","AGR","THND_PER","A","1959",832,
"AUT","EMPINDUS","AGR","THND_PER","A","1960",796,
"AUT","EMPINDUS","AGR","THND_PER","A","1961",767,
"AUT","EMPINDUS","AGR","THND_PER","A","1962",742,
"AUT","EMPINDUS","AGR","THND_PER","A","1963",725,
"AUT","EMPINDUS","AGR","THND_PER","A","1964",705,
"AUT","EMPINDUS","AGR","THND_PER","A","1965",689,
"AUT","EMPINDUS","AGR","THND_PER","A","1966",660,"E"
"AUT","EMPINDUS","AGR","THND_PER","A","1967",638,"E"
"AUT","EMPINDUS","AGR","THND_PER","A","1968",604,
"AUT","EMPINDUS","AGR","THND_PER","A","1969",569.5,
"AUT","EMPINDUS","AGR","THND_PER","A","1970",559.5,
"AUT","EMPINDUS","AGR","THND_PER","A","1971",526,
"AUT","EMPINDUS","AGR","THND_PER","A","1972",498.25,
"AUT","EMPINDUS","AGR","THND_PER","A","1973",489.25,
"AUT","EMPINDUS","AGR","THND_PER","A","1974",390.25,"B"
"AUT","EMPINDUS","AGR","THND_PER","A","1975",369,
"AUT","EMPINDUS","AGR","THND_PER","A","1976",363.5,
"AUT","EMPINDUS","AGR","THND_PER","A","1977",353,
"AUT","EMPINDUS","AGR","THND_PER","A","1978",329.25,
"AUT","EMPINDUS","AGR","THND_PER","A","1979",325.5,
"AUT","EMPINDUS","AGR","THND_PER","A","1980",323,
"AUT","EMPINDUS","AGR","THND_PER","A","1981",317,
"AUT","EMPINDUS","AGR","THND_PER","A","1982",320,
"AUT","EMPINDUS","AGR","THND_PER","A","1983",313,
"AUT","EMPINDUS","AGR","THND_PER","A","1984",304.25,
"AUT","EMPINDUS","AGR","THND_PER","A","1985",291,
"AUT","EMPINDUS","AGR","THND_PER","A","1986",284,
"AUT","EMPINDUS","AGR","THND_PER","A","1987",285.25,
"AUT","EMPINDUS","AGR","THND_PER","A","1988",269.75,
"AUT","EMPINDUS","AGR","THND_PER","A","1989",265.5,
"AUT","EMPINDUS","AGR","THND_PER","A","1990",268.75,
"AUT","EMPINDUS","AGR","THND_PER","A","1991",257.25,
"AUT","EMPINDUS","AGR","THND_PER","A","1992",251,
"AUT","EMPINDUS","AGR","THND_PER","A","1993",246.25,"B"
"AUT","EMPINDUS","AGR","THND_PER","A","1994",265.25,
"AUT","EMPINDUS","AGR","THND_PER","A","1995",277.75,
"AUT","EMPINDUS","AGR","THND_PER","A","1996",268.75,
"AUT","EMPINDUS","AGR","THND_PER","A","1997",250.25,
"AUT","EMPINDUS","AGR","THND_PER","A","1998",241.8,"B"
"AUT","EMPINDUS","AGR","THND_PER","A","1999",228.625,
"AUT","EMPINDUS","AGR","THND_PER","A","2000",216,
"AUT","EMPINDUS","AGR","THND_PER","A","2001",212.875,
"AUT","EMPINDUS","AGR","THND_PER","A","2002",212.4,
"AUT","EMPINDUS","AGR","THND_PER","A","2003",210.6,"B"
"AUT","EMPINDUS","AGR","THND_PER","A","2004",188.4,"B"
"AUT","EMPINDUS","AGR","THND_PER","A","2005",210.5,
"AUT","EMPINDUS","AGR","THND_PER","A","2006",216.9,"B"
"AUT","EMPINDUS","AGR","THND_PER","A","2007",231.275,"B"
"AUT","EMPINDUS","AGR","THND_PER","A","2008",209.725,
"AUT","EMPINDUS","AGR","THND_PER","A","2009",211.85,
"AUT","EMPINDUS","AGR","THND_PER","A","2010",209.375,
"AUT","EMPINDUS","AGR","THND_PER","A","2011",200.075,
"AUT","EMPINDUS","AGR","THND_PER","A","2012",190.975,
"AUT","EMPINDUS","AGR","THND_PER","A","2013",187.8,
"AUT","EMPINDUS","AGR","THND_PER","A","2014",198.925,
"AUT","EMPINDUS","AGR","THND_PER","A","2015",187.95,
"AUT","EMPINDUS","AGR","THND_PER","A","2016",183.5,
"AUT","EMPINDUS","AGR","THND_PER","A","2017",167.275,
"AUT","EMPINDUS","AGR","THND_PER","A","2018",159.55,
"AUT","EMPINDUS","AGR","THND_PER","A","2019",159.2,
"AUT","EMPINDUS","AGR","THND_PER","A","2020",167.875,"B"
"AUT","EMPINDUS","CONSTR","THND_PER","A","1999",324.25,
"AUT","EMPINDUS","CONSTR","THND_PER","A","2000",327.675,
"AUT","EMPINDUS","CONSTR","THND_PER","A","2001",328.025,
"AUT","EMPINDUS","CONSTR","THND_PER","A","2002",319.775,
"AUT","EMPINDUS","CONSTR","THND_PER","A","2003",335.125,"B"
"AUT","EMPINDUS","CONSTR","THND_PER","A","2004",303.85,"B"
"AUT","EMPINDUS","CONSTR","THND_PER","A","2005",313.625,
"AUT","EMPINDUS","CONSTR","THND_PER","A","2006",323.675,"B"
"AUT","EMPINDUS","CONSTR","THND_PER","A","2007",329.075,"B"
"AUT","EMPINDUS","CONSTR","THND_PER","A","2008",367.75,
"AUT","EMPINDUS","CONSTR","THND_PER","A","2009",346.075,
"AUT","EMPINDUS","CONSTR","THND_PER","A","2010",334.525,
"AUT","EMPINDUS","CONSTR","THND_PER","A","2011",354.25,
"AUT","EMPINDUS","CONSTR","THND_PER","A","2012",368.425,
"AUT","EMPINDUS","CONSTR","THND_PER","A","2013",364.25,
"AUT","EMPINDUS","CONSTR","THND_PER","A","2014",357.425,
"AUT","EMPINDUS","CONSTR","THND_PER","A","2015",347.85,
"AUT","EMPINDUS","CONSTR","THND_PER","A","2016",350.1,
"AUT","EMPINDUS","CONSTR","THND_PER","A","2017",342.025,
"AUT","EMPINDUS","CONSTR","THND_PER","A","2018",343.675,
"AUT","EMPINDUS","CONSTR","THND_PER","A","2019",357.85,
"AUT","EMPINDUS","CONSTR","THND_PER","A","2020",348.3,"B"
"AUT","EMPINDUS","INDUSCONSTR","THND_PER","A","1969",1189,
"AUT","EMPINDUS","INDUSCONSTR","THND_PER","A","1970",1208,
"AUT","EMPINDUS","INDUSCONSTR","THND_PER","A","1971",1209.25,
"AUT","EMPINDUS","INDUSCONSTR","THND_PER","A","1972",1224.75,
"AUT","EMPINDUS","INDUSCONSTR","THND_PER","A","1973",1221.75,
"AUT","EMPINDUS","INDUSCONSTR","THND_PER","A","1974",1235,"B"
"AUT","EMPINDUS","INDUSCONSTR","THND_PER","A","1975",1203,
"AUT","EMPINDUS","INDUSCONSTR","THND_PER","A","1976",1182.25,
"AUT","EMPINDUS","INDUSCONSTR","THND_PER","A","1977",1212.75,
"AUT","EMPINDUS","INDUSCONSTR","THND_PER","A","1978",1223.75,
"AUT","EMPINDUS","INDUSCONSTR","THND_PER","A","1979",1235,
"AUT","EMPINDUS","INDUSCONSTR","THND_PER","A","1980",1235.75,
"AUT","EMPINDUS","INDUSCONSTR","THND_PER","A","1981",1235.5,
"AUT","EMPINDUS","INDUSCONSTR","THND_PER","A","1982",1274,
"AUT","EMPINDUS","INDUSCONSTR","THND_PER","A","1983",1225.25,
"AUT","EMPINDUS","INDUSCONSTR","THND_PER","A","1984",1233,
"AUT","EMPINDUS","INDUSCONSTR","THND_PER","A","1985",1233,
"AUT","EMPINDUS","INDUSCONSTR","THND_PER","A","1986",1240,
"AUT","EMPINDUS","INDUSCONSTR","THND_PER","A","1987",1242.25,
"AUT","EMPINDUS","INDUSCONSTR","THND_PER","A","1988",1237.75,
"AUT","EMPINDUS","INDUSCONSTR","THND_PER","A","1989",1235.75,
"AUT","EMPINDUS","INDUSCONSTR","THND_PER","A","1990",1255.5,
"AUT","EMPINDUS","INDUSCONSTR","THND_PER","A","1991",1281.25,
"AUT","EMPINDUS","INDUSCONSTR","THND_PER","A","1992",1259.5,
"AUT","EMPINDUS","INDUSCONSTR","THND_PER","A","1993",1249,"B"
"AUT","EMPINDUS","INDUSCONSTR","THND_PER","A","1994",1194.75,
"AUT","EMPINDUS","INDUSCONSTR","THND_PER","A","1995",1201,
"AUT","EMPINDUS","INDUSCONSTR","THND_PER","A","1996",1150.25,
"AUT","EMPINDUS","INDUSCONSTR","THND_PER","A","1997",1117.25,
"AUT","EMPINDUS","INDUSCONSTR","THND_PER","A","1998",1118.275,"B"
"AUT","EMPINDUS","INDUSCONSTR","THND_PER","A","1999",1119.725,
"AUT","EMPINDUS","INDUSCONSTR","THND_PER","A","2000",1122.025,
"AUT","EMPINDUS","INDUSCONSTR","THND_PER","A","2001",1105.425,
"AUT","EMPINDUS","INDUSCONSTR","THND_PER","A","2002",1088.075,
"AUT","EMPINDUS","INDUSCONSTR","THND_PER","A","2003",1117.375,"B"
"AUT","EMPINDUS","INDUSCONSTR","THND_PER","A","2004",1035.725,"B"
"AUT","EMPINDUS","INDUSCONSTR","THND_PER","A","2005",1053.55,
"AUT","EMPINDUS","INDUSCONSTR","THND_PER","A","2006",1106.3,"B"
"AUT","EMPINDUS","INDUSCONSTR","THND_PER","A","2007",1098.45,"B"
"AUT","EMPINDUS","INDUSCONSTR","THND_PER","A","2008",1047.875,
"AUT","EMPINDUS","INDUSCONSTR","THND_PER","A","2009",994.375,
"AUT","EMPINDUS","INDUSCONSTR","THND_PER","A","2010",1000.45,
